category,style,size,chest_cm,waist_cm,arm_length_cm,neckline_cm,UK,EUR
jackets_coats,regular,XXS,75.12778689432835,65.28900106205077,59.0,33.0,28,38
jackets_coats,regular,XXS,76.7187697042797,63.10332887533227,59.0,33.0,28,38
jackets_coats,regular,XXS,77.6077524229917,63.81737703110875,59.0,33.0,28,38
jackets_coats,regular,XXS,75.93523454407317,63.74517213322628,59.0,33.0,28,38
jackets_coats,regular,XXS,77.33214139381424,62.18493252917182,59.0,33.0,28,38
jackets_coats,regular,XXS,74.21901994484801,62.46169805174941,59.0,33.0,28,38
jackets_coats,regular,XXS,75.10500864975943,63.74509289985645,59.0,33.0,28,38
jackets_coats,regular,XXS,74.80642892913917,63.46873352359782,59.0,33.0,28,38
jackets_coats,regular,XXS,75.35437811089082,65.78237410053168,59.0,33.0,28,38
jackets_coats,regular,XXS,76.36006722233091,62.95073703998104,59.0,33.0,28,38
jackets_coats,regular,XXS,74.47676849260512,62.27638217049813,59.0,33.0,28,38
jackets_coats,regular,XXS,75.52220735277324,64.20983544046612,59.0,33.0,28,38
jackets_coats,regular,XXS,77.06663755458828,64.99247234580264,59.0,33.0,28,38
jackets_coats,regular,XXS,75.38746862382726,63.6969210055744,59.0,33.0,28,38
jackets_coats,regular,XXS,74.75731422283044,62.65347513949295,59.0,33.0,28,38
jackets_coats,regular,XXS,74.73762875849509,62.35916036335834,59.0,33.0,28,38
jackets_coats,regular,XXS,77.54896347930877,63.148376796798644,59.0,33.0,28,38
jackets_coats,regular,XXS,76.43367890225302,64.61486714816141,59.0,33.0,28,38
jackets_coats,regular,XXS,74.60669614561318,62.545087675320005,59.0,33.0,28,38
jackets_coats,regular,XXS,74.73768883188359,62.05722973686417,59.0,33.0,28,38
jackets_coats,regular,XXS,76.02646526911735,65.90276815038591,59.0,33.0,28,38
jackets_coats,regular,XXS,77.79163185176549,62.360691239376614,59.0,33.0,28,38
jackets_coats,regular,XXS,76.89108117584894,63.95531975280253,59.0,33.0,28,38
jackets_coats,regular,XXS,75.50015350581066,63.29161509080783,59.0,33.0,28,38
jackets_coats,regular,XXS,76.04926705570125,63.37773074497653,59.0,33.0,28,38
jackets_coats,regular,XXS,77.2732461815221,62.123268398605816,59.0,33.0,28,38
jackets_coats,regular,XXS,74.9139499676097,64.18561873350029,59.0,33.0,28,38
jackets_coats,regular,XXS,74.10668039123601,65.90397076879796,59.0,33.0,28,38
jackets_coats,regular,XXS,74.19195356788444,63.79277138336947,59.0,33.0,28,38
jackets_coats,regular,XXS,77.81958067000659,63.651396047692,59.0,33.0,28,38
jackets_coats,regular,XXS,76.20266214935906,64.74394804232918,59.0,33.0,28,38
jackets_coats,regular,XXS,77.96345223447781,64.34940924939963,59.0,33.0,28,38
jackets_coats,regular,XXS,75.97358720369307,64.40578059631964,59.0,33.0,28,38
jackets_coats,regular,XXS,76.15688376763114,63.20119556324649,59.0,33.0,28,38
jackets_coats,regular,XXS,77.15862380773729,65.17932280248417,59.0,33.0,28,38
jackets_coats,regular,XXS,76.09156938480166,65.26560764182825,59.0,33.0,28,38
jackets_coats,regular,XXS,74.43766135765483,62.61898467984672,59.0,33.0,28,38
jackets_coats,regular,XXS,75.62358772762674,62.82844609870272,59.0,33.0,28,38
jackets_coats,regular,XXS,77.16726314240458,63.79546452315289,59.0,33.0,28,38
jackets_coats,regular,XXS,74.46027135171948,62.208180199813086,59.0,33.0,28,38
jackets_coats,regular,XXS,75.64078644956075,63.06616401175054,59.0,33.0,28,38
jackets_coats,regular,XXS,74.6942356473386,64.81092016117545,59.0,33.0,28,38
jackets_coats,regular,XXS,77.77049108509561,62.93727413693604,59.0,33.0,28,38
jackets_coats,regular,XXS,75.69104464083595,65.46826699330937,59.0,33.0,28,38
jackets_coats,regular,XS,79.8837622289458,66.14739361823722,59.0,34.920889859533816,30R-32R,40-42
jackets_coats,regular,XS,82.53118512543277,70.028492008251,59.0,34.72010824901228,30R-32R,40-42
jackets_coats,regular,XS,84.16535380832303,73.08010145085468,59.0,34.81277780650585,30R-32R,40-42
jackets_coats,regular,XS,83.05092563032358,71.21368230452993,59.0,34.432632712600665,30R-32R,40-42
jackets_coats,regular,XS,78.11911490570684,66.6536830568051,59.0,34.53124261744041,30R-32R,40-42
jackets_coats,regular,XS,82.47732065119591,73.06555948235251,59.0,34.03962813129158,30R-32R,40-42
jackets_coats,regular,XS,82.90835355180505,69.7892136790276,59.0,34.444156570237894,30R-32R,40-42
jackets_coats,regular,XS,78.17238834602321,70.68370987284925,59.0,34.47823319954623,30R-32R,40-42
jackets_coats,regular,XS,82.10502999756127,70.2867358669145,59.0,34.16339691215706,30R-32R,40-42
jackets_coats,regular,XS,82.99021303308096,72.11884370332305,59.0,34.80829608653631,30R-32R,40-42
jackets_coats,regular,XS,79.0593449317773,70.45035238041419,59.0,34.90801916877656,30R-32R,40-42
jackets_coats,regular,XS,81.96753414830327,69.77482846767799,59.0,34.50341383772075,30R-32R,40-42
jackets_coats,regular,XS,82.37389627537173,66.10939193088326,59.0,34.313051741422974,30R-32R,40-42
jackets_coats,regular,XS,79.50612800393722,69.49829824214022,59.0,34.566001878089956,30R-32R,40-42
jackets_coats,regular,XS,82.0195602453954,71.02928167822047,59.0,34.56441158347099,30R-32R,40-42
jackets_coats,regular,XS,79.37552321708057,72.96564586226964,59.0,34.33397639118848,30R-32R,40-42
jackets_coats,regular,XS,80.23949628100458,69.88442394181712,59.0,34.56356946004761,30R-32R,40-42
jackets_coats,regular,XS,78.2889063320398,68.40051342246008,59.0,34.22322544193091,30R-32R,40-42
jackets_coats,regular,XS,84.92446262227222,69.42821750826657,59.0,34.29608402148394,30R-32R,40-42
jackets_coats,regular,XS,80.49557378290952,67.68580285899071,59.0,34.873422765947204,30R-32R,40-42
jackets_coats,regular,XS,80.26077903933273,67.51919351396818,59.0,34.549866071310646,30R-32R,40-42
jackets_coats,regular,XS,85.05155265206581,72.35465574128916,59.0,34.57350006241148,30R-32R,40-42
jackets_coats,regular,XS,85.96503886623134,67.4273165606101,59.0,34.63707416948536,30R-32R,40-42
jackets_coats,regular,XS,84.54499345887258,68.75918990315913,59.0,34.536711489938966,30R-32R,40-42
jackets_coats,regular,XS,81.13836836112104,66.23045274805527,59.0,34.09342810832968,30R-32R,40-42
jackets_coats,regular,XS,80.68114761285646,70.41922194567375,59.0,34.4148947653858,30R-32R,40-42
jackets_coats,regular,XS,81.81726105196819,68.23617882222796,59.0,34.660548748231626,30R-32R,40-42
jackets_coats,regular,XS,84.66085680782288,68.62134673119422,59.0,34.98871539989351,30R-32R,40-42
jackets_coats,regular,XS,81.20593814757794,73.13075902129687,59.0,34.275433931878354,30R-32R,40-42
jackets_coats,regular,XS,85.32662577782024,71.86436170854866,59.0,34.478232999823376,30R-32R,40-42
jackets_coats,regular,XS,85.17257717240737,72.15525475038768,59.0,34.99585786412718,30R-32R,40-42
jackets_coats,regular,XS,80.06549963625302,69.46072635516542,59.0,34.7881906163986,30R-32R,40-42
jackets_coats,regular,XS,79.72806472404488,71.8292351300042,59.0,34.76511470692266,30R-32R,40-42
jackets_coats,regular,XS,84.05599792130391,72.48555941096933,59.0,34.76191953046613,30R-32R,40-42
jackets_coats,regular,XS,79.60019116006498,69.61442120254631,59.0,34.04325089864683,30R-32R,40-42
jackets_coats,regular,XS,83.43689603362573,69.053992339912,59.0,34.79503568313574,30R-32R,40-42
jackets_coats,regular,XS,84.29946543009582,72.09317419947145,59.0,34.633935477225734,30R-32R,40-42
jackets_coats,regular,XS,79.14455939403084,68.77746471909316,59.0,34.3810319581707,30R-32R,40-42
jackets_coats,regular,XS,78.80849940588281,72.54457270439873,59.0,34.13989128112981,30R-32R,40-42
jackets_coats,regular,XS,82.2144666305584,67.30056826906034,59.0,34.664927210835565,30R-32R,40-42
jackets_coats,regular,XS,79.61545947656444,67.01955037533631,59.0,34.44503415754651,30R-32R,40-42
jackets_coats,regular,XS,78.89975899871743,67.07990473884864,59.0,34.734617305405315,30R-32R,40-42
jackets_coats,regular,XS,85.94807431928555,72.1972261498046,59.0,34.67496215310332,30R-32R,40-42
jackets_coats,regular,XS,84.3499877884766,68.59926238630352,59.0,34.22364144532976,30R-32R,40-42
jackets_coats,regular,XS,80.26197462889398,73.94415715636993,59.0,34.886300849631716,30R-32R,40-42
jackets_coats,regular,XS,82.45883886913715,69.38878029800043,59.0,34.42080200839915,30R-32R,40-42
jackets_coats,regular,XS,80.2676813120153,71.91845037738513,59.0,34.39360613676506,30R-32R,40-42
jackets_coats,regular,XS,85.78119939543626,70.64056332072347,59.0,34.27779803145142,30R-32R,40-42
jackets_coats,regular,XS,84.03108610669457,70.50885493106358,59.0,34.26877360392177,30R-32R,40-42
jackets_coats,regular,XS,80.9556566327592,66.16804003826897,59.0,34.45110984274855,30R-32R,40-42
jackets_coats,regular,XS,80.11414373810321,69.96499869705282,59.0,34.32839625786172,30R-32R,40-42
jackets_coats,regular,XS,80.53301123732251,72.01449017898842,59.0,34.750032764372136,30R-32R,40-42
jackets_coats,regular,XS,80.14380504511577,67.44332657350317,59.0,34.29298700259973,30R-32R,40-42
jackets_coats,regular,XS,81.64353822489731,70.39424452571464,59.0,34.92045885966705,30R-32R,40-42
jackets_coats,regular,XS,83.79100443191835,67.46763590751297,59.0,34.8867981491522,30R-32R,40-42
jackets_coats,regular,XS,84.91743352063672,71.80648525474295,59.0,34.32552366529224,30R-32R,40-42
jackets_coats,regular,XS,82.0365703178651,69.04022748807529,59.0,34.138155284047876,30R-32R,40-42
jackets_coats,regular,XS,82.72716400794923,66.08909868580838,59.0,34.63420388116182,30R-32R,40-42
jackets_coats,regular,XS,80.68414409352265,66.51620522571717,59.0,34.89915559345182,30R-32R,40-42
jackets_coats,regular,XS,82.28659392049771,68.36043544709077,59.0,34.98596443915856,30R-32R,40-42
jackets_coats,regular,XS,79.95327019000034,67.18147631424777,59.0,34.521652702070696,30R-32R,40-42
jackets_coats,regular,XS,81.04884943446693,72.75402651540679,59.0,34.267169661247976,30R-32R,40-42
jackets_coats,regular,XS,78.35318102277134,72.55304218883545,59.0,34.01972571701645,30R-32R,40-42
jackets_coats,regular,XS,79.51323128319008,68.17937954455864,59.0,34.421480068994676,30R-32R,40-42
jackets_coats,regular,XS,81.10794919003831,68.56772344450573,59.0,34.90434079966838,30R-32R,40-42
jackets_coats,regular,XS,83.08482172856473,70.7690778441435,59.0,34.54539655029805,30R-32R,40-42
jackets_coats,regular,XS,85.52744707739137,71.20645989998609,59.0,34.73343317221775,30R-32R,40-42
jackets_coats,regular,XS,83.54670845766462,68.29359652008952,59.0,34.65569853386432,30R-32R,40-42
jackets_coats,regular,XS,82.16651106185915,73.28039624284375,59.0,34.19487227057763,30R-32R,40-42
jackets_coats,regular,XS,81.4716413241684,68.70803242314514,59.0,34.65813632336875,30R-32R,40-42
jackets_coats,regular,XS,85.79850334371102,73.02460439177256,59.0,34.039013193213535,30R-32R,40-42
jackets_coats,regular,XS,80.1377287439961,67.0010941451052,59.0,34.421902610591424,30R-32R,40-42
jackets_coats,regular,XS,80.18858510305903,69.45341425408093,59.0,34.0790550680519,30R-32R,40-42
jackets_coats,regular,XS,84.12433747733941,69.94742871139407,59.0,34.43274436291103,30R-32R,40-42
jackets_coats,regular,XS,79.80335780411848,67.7006672969254,59.0,34.10849701669272,30R-32R,40-42
jackets_coats,regular,XS,80.02666826357354,68.63186518952685,59.0,34.22501236876351,30R-32R,40-42
jackets_coats,regular,XS,83.15065577790953,68.71658188369037,59.0,34.60206015685341,30R-32R,40-42
jackets_coats,regular,XS,84.89120670539917,72.29888155143017,59.0,34.09435017112545,30R-32R,40-42
jackets_coats,regular,XS,78.95283732611932,73.78039871326328,59.0,34.59836913155065,30R-32R,40-42
jackets_coats,regular,XS,78.62712157542117,71.07421764841322,59.0,34.853868418221474,30R-32R,40-42
jackets_coats,regular,XS,82.40109267018511,72.35682790388552,59.0,34.70689068348804,30R-32R,40-42
jackets_coats,regular,XS,82.08804428400747,73.77306529342121,59.0,34.18018501076415,30R-32R,40-42
jackets_coats,regular,XS,78.108238213645,71.24182028654752,59.0,34.34381919556644,30R-32R,40-42
jackets_coats,regular,XS,78.95607956493355,69.776066096385,59.0,34.71419636470305,30R-32R,40-42
jackets_coats,regular,XS,82.48998212161422,67.52286546273731,59.0,34.84582921658509,30R-32R,40-42
jackets_coats,regular,XS,84.26982708083128,67.50655982851544,59.0,34.29759986289563,30R-32R,40-42
jackets_coats,regular,XS,83.40799638920485,72.9710299635337,59.0,34.860759638771505,30R-32R,40-42
jackets_coats,regular,XS,83.3448073933975,68.8518179511383,59.0,34.32028130507425,30R-32R,40-42
jackets_coats,regular,XS,81.80593238526033,68.6853582040648,59.0,34.40803760262927,30R-32R,40-42
jackets_coats,regular,XS,81.11516108582913,70.21947283326313,59.0,34.85313273079476,30R-32R,40-42
jackets_coats,regular,XS,85.71055599783506,72.8683599942478,59.0,34.33150247393846,30R-32R,40-42
jackets_coats,regular,XS,83.35132170106647,69.44947887411024,59.0,34.07351842085392,30R-32R,40-42
jackets_coats,regular,XS,85.30168065647122,71.23971218250608,59.0,34.6742709594332,30R-32R,40-42
jackets_coats,regular,XS,80.60978581847561,71.00420036522044,59.0,34.239622674434514,30R-32R,40-42
jackets_coats,regular,XS,83.52064639918447,67.96824135900773,59.0,34.50181719545357,30R-32R,40-42
jackets_coats,regular,XS,84.94730836734077,70.47167206668104,59.0,34.84522283118945,30R-32R,40-42
jackets_coats,regular,XS,85.09980417925932,68.4714206682029,59.0,34.586209853444394,30R-32R,40-42
jackets_coats,regular,XS,79.12259333720792,71.5274449477839,59.0,34.177997377664944,30R-32R,40-42
jackets_coats,regular,XS,80.14238604718055,71.48870520399025,59.0,34.04006035934682,30R-32R,40-42
jackets_coats,regular,XS,80.78233289706816,69.32722422353704,59.0,34.768427797605284,30R-32R,40-42
jackets_coats,regular,S,89.10487701131164,76.88644599053703,59.71559387828573,36.0,34R-36R,44-46
jackets_coats,regular,S,86.92616728201678,75.76120806728296,59.809534417531346,36.0,34R-36R,44-46
jackets_coats,regular,S,89.9150824851255,75.29230855430964,59.752969213173635,36.0,34R-36R,44-46
jackets_coats,regular,S,88.8754249618895,76.26755470296044,59.6708594838956,36.0,34R-36R,44-46
jackets_coats,regular,S,87.51485523546368,74.94624081911027,59.15168340315433,36.0,34R-36R,44-46
jackets_coats,regular,S,86.11945327971094,77.43025791448186,59.819377600559136,36.0,34R-36R,44-46
jackets_coats,regular,S,87.24102363504151,76.40440218186183,59.74853671093695,36.0,34R-36R,44-46
jackets_coats,regular,S,89.51053083031934,77.53765217787462,59.36975419423724,36.0,34R-36R,44-46
jackets_coats,regular,S,86.88725124076946,77.84046376250554,59.90705193345112,36.0,34R-36R,44-46
jackets_coats,regular,S,86.28500561549409,77.22223462316616,59.02584059194833,36.0,34R-36R,44-46
jackets_coats,regular,S,88.92348159473852,75.20654945000156,59.58809858045038,36.0,34R-36R,44-46
jackets_coats,regular,S,89.6190781615946,75.92289033462052,59.20493499836657,36.0,34R-36R,44-46
jackets_coats,regular,S,86.39306878969575,77.93806579376687,59.18879594323763,36.0,34R-36R,44-46
jackets_coats,regular,S,88.11345272799674,75.70516233621818,59.89386557812922,36.0,34R-36R,44-46
jackets_coats,regular,S,86.20796265530439,75.28607314455479,59.76765345782219,36.0,34R-36R,44-46
jackets_coats,regular,S,86.2402413823735,77.90565058266309,59.37991026284058,36.0,34R-36R,44-46
jackets_coats,regular,S,89.72513056109595,74.16093456512661,59.87542161593921,36.0,34R-36R,44-46
jackets_coats,regular,S,86.77911959895563,77.90176956854701,59.13772691852453,36.0,34R-36R,44-46
jackets_coats,regular,S,88.38354795826363,75.2584008000309,59.100659778088534,36.0,34R-36R,44-46
jackets_coats,regular,S,87.19326296516785,75.85400928987671,59.68711923421471,36.0,34R-36R,44-46
jackets_coats,regular,S,89.93041725329873,74.38850841981125,59.004407526320705,36.0,34R-36R,44-46
jackets_coats,regular,S,86.9267582563093,76.28370666185111,59.32981654927435,36.0,34R-36R,44-46
jackets_coats,regular,S,87.05777749649161,74.02871783183996,59.570378212444474,36.0,34R-36R,44-46
jackets_coats,regular,S,87.7620489241371,77.7097627571099,59.80953884587414,36.0,34R-36R,44-46
jackets_coats,regular,S,88.45666424278107,76.76637994780758,59.12380814550045,36.0,34R-36R,44-46
jackets_coats,regular,S,86.09343267833471,77.99914743760996,59.784921888717236,36.0,34R-36R,44-46
jackets_coats,regular,S,89.02485183130648,77.07412844528686,59.43980283747467,36.0,34R-36R,44-46
jackets_coats,regular,S,88.08689902039873,75.83104068096245,59.11136840765345,36.0,34R-36R,44-46
jackets_coats,regular,S,87.34334656042655,74.68826552082335,59.07870635123101,36.0,34R-36R,44-46
jackets_coats,regular,S,89.143664134969,77.60588115983589,59.13382540702682,36.0,34R-36R,44-46
jackets_coats,regular,S,87.67232331465745,75.94841486028939,59.329277530688756,36.0,34R-36R,44-46
jackets_coats,regular,S,89.90586386347677,75.97789621285717,59.79415438528345,36.0,34R-36R,44-46
jackets_coats,regular,S,86.68886617865259,75.0317555536527,59.929455134407945,36.0,34R-36R,44-46
jackets_coats,regular,S,87.40261393529356,76.00978386506621,59.26692263191128,36.0,34R-36R,44-46
jackets_coats,regular,S,86.95567290153109,76.74707593867328,59.35775489379751,36.0,34R-36R,44-46
jackets_coats,regular,S,89.4635934156332,75.62349138994192,59.60315645916158,36.0,34R-36R,44-46
jackets_coats,regular,S,89.27066216344555,74.37525992884862,59.514233029507366,36.0,34R-36R,44-46
jackets_coats,regular,S,88.16592843185268,75.51475375651268,59.43026265925108,36.0,34R-36R,44-46
jackets_coats,regular,S,86.10701563490514,74.72244440102958,59.73172841739628,36.0,34R-36R,44-46
jackets_coats,regular,S,86.52950565158264,75.90597401679376,59.37318394165459,36.0,34R-36R,44-46
jackets_coats,regular,S,87.62693732676948,75.92621919044151,59.286625928088604,36.0,34R-36R,44-46
jackets_coats,regular,S,89.66783786579464,74.47430567666125,59.781343693010065,36.0,34R-36R,44-46
jackets_coats,regular,S,87.2580575267811,76.05507393608893,59.47660161115557,36.0,34R-36R,44-46
jackets_coats,regular,S,89.79802013960577,77.3034945573411,59.81868543000475,36.0,34R-36R,44-46
jackets_coats,regular,S,88.60819647516317,75.27637244891135,59.38827100482446,36.0,34R-36R,44-46
jackets_coats,regular,S,88.19093367931495,77.01602979205417,59.03993450985912,36.0,34R-36R,44-46
jackets_coats,regular,S,86.15601023064484,77.11245363454888,59.852395067491955,36.0,34R-36R,44-46
jackets_coats,regular,S,89.50045710753949,77.86223625720187,59.836787899199706,36.0,34R-36R,44-46
jackets_coats,regular,S,88.70268874343832,77.04945977670094,59.032152693104436,36.0,34R-36R,44-46
jackets_coats,regular,S,87.40020387489541,74.5975600732415,59.45985328858723,36.0,34R-36R,44-46
jackets_coats,regular,S,87.86060019736895,76.98339186666648,59.305929108406225,36.0,34R-36R,44-46
jackets_coats,regular,S,86.35831858021785,75.61241051090778,59.9277622119297,36.0,34R-36R,44-46
jackets_coats,regular,S,86.4549968916728,77.9105873891233,59.7395393086393,36.0,34R-36R,44-46
jackets_coats,regular,S,87.26115494792944,74.04021688262281,59.88981487939473,36.0,34R-36R,44-46
jackets_coats,regular,S,89.35458294752145,75.35332408923485,59.08840371121775,36.0,34R-36R,44-46
jackets_coats,regular,S,88.0197751017335,77.27080901830077,59.884218908957905,36.0,34R-36R,44-46
jackets_coats,regular,S,88.34938878272833,77.8544938813332,59.50552501213399,36.0,34R-36R,44-46
jackets_coats,regular,S,88.71318559379445,74.59358396719385,59.000842548970006,36.0,34R-36R,44-46
jackets_coats,regular,S,87.18409710991585,74.65077323208261,59.21026641926378,36.0,34R-36R,44-46
jackets_coats,regular,S,88.6280146632864,76.14973584774623,59.53155647561324,36.0,34R-36R,44-46
jackets_coats,regular,S,89.12280924522605,77.98430945413203,59.092534116831885,36.0,34R-36R,44-46
jackets_coats,regular,S,86.60327423643567,77.51286338503084,59.61941008674225,36.0,34R-36R,44-46
jackets_coats,regular,S,89.0352919711281,77.0995752260985,59.51894417635294,36.0,34R-36R,44-46
jackets_coats,regular,S,89.01735369014433,76.81654431828876,59.00837342376028,36.0,34R-36R,44-46
jackets_coats,regular,S,86.64058475382252,75.76857241470188,59.71279116061136,36.0,34R-36R,44-46
jackets_coats,regular,S,88.66864254457535,77.82406034040973,59.965377235601416,36.0,34R-36R,44-46
jackets_coats,regular,S,88.57002073699299,76.28716760512455,59.45305384020603,36.0,34R-36R,44-46
jackets_coats,regular,S,86.89335924248282,76.54260624590403,59.31403294950441,36.0,34R-36R,44-46
jackets_coats,regular,S,88.76397367140895,75.75330734749807,59.94422633849776,36.0,34R-36R,44-46
jackets_coats,regular,S,89.7177449104591,75.53890376789363,59.00895614774141,36.0,34R-36R,44-46
jackets_coats,regular,S,87.73709902976942,76.64639917065698,59.33276239816645,36.0,34R-36R,44-46
jackets_coats,regular,S,86.39991037933574,74.6214528564987,59.912850570603425,36.0,34R-36R,44-46
jackets_coats,regular,S,86.54724330574439,77.1694411086072,59.595432171125644,36.0,34R-36R,44-46
jackets_coats,regular,S,88.3281189956426,74.3897931949951,59.228183285194724,36.0,34R-36R,44-46
jackets_coats,regular,S,89.20267740128564,76.14749064498739,59.61927290862966,36.0,34R-36R,44-46
jackets_coats,regular,S,87.32351151111109,74.00506945604664,59.427075387951255,36.0,34R-36R,44-46
jackets_coats,regular,S,86.10383864016657,76.02856565108087,59.29997216225889,36.0,34R-36R,44-46
jackets_coats,regular,S,86.07212178550951,77.19095760088796,59.10741349054339,36.0,34R-36R,44-46
jackets_coats,regular,S,87.31441016307461,74.81059998469478,59.12640331361245,36.0,34R-36R,44-46
jackets_coats,regular,S,86.76444997738639,77.2896635349709,59.03094309035073,36.0,34R-36R,44-46
jackets_coats,regular,S,87.68150793336905,74.44110246818154,59.76067831448888,36.0,34R-36R,44-46
jackets_coats,regular,S,89.02061040439975,76.07648277077338,59.16408881676408,36.0,34R-36R,44-46
jackets_coats,regular,S,88.94964413698895,76.58306091587978,59.510016576129686,36.0,34R-36R,44-46
jackets_coats,regular,S,86.43024767816543,75.42453170104201,59.613939107744336,36.0,34R-36R,44-46
jackets_coats,regular,S,87.8319284130048,76.4333810320281,59.904843300626126,36.0,34R-36R,44-46
jackets_coats,regular,S,87.03171830485913,75.38941289243283,59.25236623610964,36.0,34R-36R,44-46
jackets_coats,regular,S,87.07501046290231,77.16205072492296,59.71971639928785,36.0,34R-36R,44-46
jackets_coats,regular,S,86.48423067929227,76.90738746756162,59.561325196101095,36.0,34R-36R,44-46
jackets_coats,regular,S,86.15539605117617,77.27002710374842,59.3884200448361,36.0,34R-36R,44-46
jackets_coats,regular,S,88.0887911892707,76.35847713894286,59.82908174053614,36.0,34R-36R,44-46
jackets_coats,regular,S,86.93574503080039,75.82178160336866,59.96788533533515,36.0,34R-36R,44-46
jackets_coats,regular,S,89.96720883053985,77.42184552913434,59.26268006802939,36.0,34R-36R,44-46
