category,size,waist_cm,low_hip_cm,30inch_length_cm,32inch_length_cm,34inch_length_cm
jeans_trousers,"25""",64.02700301352708,84.18979142881614,76.10736407527206,79.03618836467813,83.15554867714089
jeans_trousers,"25""",66.59683744343229,85.80896909172401,75.1859435797832,80.12803888918266,83.64589382758709
jeans_trousers,"25""",66.96678875354705,84.53474956280245,76.55088364678804,80.990849016577,83.17155245437046
jeans_trousers,"25""",65.08202488761025,85.71192770832029,76.59965831881256,79.65532908607507,84.58816710714461
jeans_trousers,"25""",65.48171460851705,84.83222413416674,76.86165678983248,80.748597543929,83.07139691074488
jeans_trousers,"25""",64.30872520658833,84.0463021115129,75.5174648237312,80.58891865066242,84.96907580995773
jeans_trousers,"25""",64.7497723864034,85.95846008304534,75.37443248391205,80.76829439815785,83.63238983419063
jeans_trousers,"25""",64.25542533620825,85.93250514745448,76.57626495669469,80.81946526332308,84.86733250776662
jeans_trousers,"25""",65.80309629419963,85.34729630032726,75.4491484194462,80.70657901222047,83.43949627613587
jeans_trousers,"25""",64.85283100567808,84.99901962876322,76.79914717783764,79.4473081943958,84.64978709056088
jeans_trousers,"25""",66.17857494370287,84.28708006341117,75.41932369649444,80.50035961654659,83.52065340445071
jeans_trousers,"25""",66.07072378104034,84.95696238990162,76.35348290328666,79.76099434956646,83.88654070736344
jeans_trousers,"25""",66.89371962539711,85.62478356395268,75.15765343974893,79.43213566259863,84.38546711232257
jeans_trousers,"25""",64.53576467174682,85.38442079957208,75.36971917068755,79.46351204914586,84.8610296629467
jeans_trousers,"25""",65.4919302862718,85.15113444995143,76.98636726865941,79.40626296713538,84.75036889449456
jeans_trousers,"25""",66.10701298489381,85.86628455088271,75.13935845782898,79.86025572500282,84.63041516148142
jeans_trousers,"25""",65.44977910051263,84.5383856031876,76.23871713147882,79.06763225330387,83.4828265141225
jeans_trousers,"25""",64.27321017487716,84.88814374048616,76.35602309600523,80.69433942451049,83.98540084246137
jeans_trousers,"25""",66.59954690771173,85.20616693903786,75.63255158698894,80.08406800353941,83.86899484204208
jeans_trousers,"25""",66.30405427472435,84.83619848063967,76.75067503224061,80.53873630352689,83.8499386337483
jeans_trousers,"25""",65.30630717274653,84.07812076494183,75.86659748729396,80.99959688926333,84.46354159893396
jeans_trousers,"25""",66.24154370297168,84.59375705253271,75.77698512770215,80.73381873588454,83.24060402997696
jeans_trousers,"25""",66.87760739157986,85.57480836529707,76.1143682495405,79.02772465536992,84.28065946580296
jeans_trousers,"25""",64.52803079065818,85.08566229809621,76.75747267713261,80.30316715661924,84.1387435456763
jeans_trousers,"25""",66.32776210309696,85.81650695730839,75.12731990034558,80.72794862450966,83.418220447576
jeans_trousers,"25""",66.64092066942487,85.59063043088494,75.5257851454866,79.28284638115781,84.28751263250982
jeans_trousers,"25""",64.47642337930414,84.95247100972325,76.26764598388239,79.31892677898212,84.61819470073262
jeans_trousers,"25""",65.46067895522232,84.89890118146423,76.92355709158498,80.04648524196568,83.93011712962131
jeans_trousers,"25""",64.50182576431774,85.86489819408332,76.41365878735655,79.77883295022203,84.42675058345425
jeans_trousers,"25""",64.8217688988822,84.75088709295815,76.15528299086061,79.19483328707327,84.40343891593943
jeans_trousers,"25""",64.02291772513428,85.4070765331863,75.16644627245212,79.4821532518928,84.3629930305892
jeans_trousers,"25""",65.90459172896598,85.2599090613988,76.00018120568696,80.53795030181816,83.23625999893346
jeans_trousers,"25""",64.08763249433571,85.06329463657988,76.0220028253524,79.27596750821316,83.23781661273813
jeans_trousers,"25""",66.69350348607117,85.09225671964654,76.30320587673087,79.76183623405085,84.13687238984095
jeans_trousers,"25""",64.91821758694475,85.85446192612913,76.14715121969891,79.2832868430324,83.1060442196034
jeans_trousers,"25""",66.0395775714656,85.4159054356599,75.62265667115986,80.46896849154002,83.31248033390978
jeans_trousers,"25""",64.49238905166368,85.30899958215444,75.63335767294653,80.33038640681808,83.90692934803967
jeans_trousers,"25""",64.30401532382054,85.49889883642686,75.78343044427311,79.71460351302713,84.31810863720928
jeans_trousers,"25""",64.52833031807663,84.542728073314,75.80785656442498,80.05772012168254,83.22843312092729
jeans_trousers,"25""",66.21287669598011,84.90364875763017,75.71504968958065,79.93369121216644,84.35582643698784
jeans_trousers,"25""",64.1458050539039,84.18803278253765,76.9807109513796,80.89880007686467,83.75905204690875
jeans_trousers,"25""",65.00379500019343,85.22927889598284,76.06251745419821,80.65601416200288,83.264551654896
jeans_trousers,"25""",66.86071192842694,85.59626216311352,75.27921903980129,80.37026378577247,83.36209360476617
jeans_trousers,"25""",65.38013720580852,84.40792439183427,76.2475766205612,80.02760734409198,83.53547387541843
jeans_trousers,"25""",65.6541371766728,85.66404087148706,75.32466833921757,79.05676855535262,83.24489972532284
jeans_trousers,"25""",64.31274176424319,84.63087637288939,75.42269019490503,80.72840690675334,84.42868723807963
jeans_trousers,"25""",65.13500756617341,84.59509144545501,75.0823454820621,80.92207353953901,84.67306272264327
jeans_trousers,"26""",69.63632456301477,86.66284935662036,75.85374040732991,79.64020846397173,84.69075247671115
jeans_trousers,"26""",67.07055854734573,87.79858570586143,75.07204379022888,79.42267105791487,83.63395554553783
jeans_trousers,"26""",68.94919679645456,86.98617733366804,76.65450043716032,80.37083161829362,83.90788616470746
jeans_trousers,"26""",69.69782357734475,86.9666515406362,76.23422769852573,80.81147943984062,84.84792635738735
jeans_trousers,"26""",68.83137792517573,87.98655643085372,75.14084510154665,79.1504768758344,83.48632364763557
jeans_trousers,"26""",67.90308820726511,87.97028478698972,75.56530421420548,79.69312973428522,83.01133252196195
jeans_trousers,"26""",69.5670365504686,86.26227340405609,75.94306935384643,79.654011678087,83.17200798586829
jeans_trousers,"26""",67.32204707053474,87.03164085172644,76.97930800496327,79.20151117706793,84.69857870804204
jeans_trousers,"26""",67.33780534960253,86.34991642747048,75.94789609899969,79.84694601506816,83.3100888887025
jeans_trousers,"26""",69.75868922190976,86.21918428750116,76.39009422606095,79.12065458915144,83.37047346112975
jeans_trousers,"26""",69.02316334488863,86.48147442018121,75.77689935836403,79.6350613123897,84.89011339406073
jeans_trousers,"26""",68.03006702630682,87.20880121768948,76.92293436947969,79.04026051542685,83.66745354717135
jeans_trousers,"26""",69.67398442196772,86.29665439847554,75.38245996045812,80.58415493679016,84.58810878664981
jeans_trousers,"26""",67.3922576703937,86.92093833826432,75.929005654075,80.75551354530519,83.11346279369515
jeans_trousers,"26""",68.50766786773515,87.27764241815106,76.25746211209139,79.21939242215345,84.6578417494567
jeans_trousers,"26""",68.6904534427377,86.56264094401776,75.80212335986029,79.88745088042832,83.56489517270329
jeans_trousers,"26""",69.00343982770505,86.57048427120542,75.38953003873553,80.68551180028399,84.42845408911356
jeans_trousers,"26""",69.50166366977595,86.31589549845097,76.07293939669061,79.75270699563221,84.88965796559918
jeans_trousers,"26""",68.70879117904616,86.23811844017433,75.444939356762,80.90137335656122,84.29760689103044
jeans_trousers,"26""",67.72471859678998,86.29649064625899,75.12474123475127,80.04954490975788,83.17952079609341
jeans_trousers,"26""",67.23635457171154,87.9733022033224,76.95040346095263,80.32031384408589,84.77673350699891
jeans_trousers,"26""",69.30178218977287,87.06586219807895,75.01308296982782,79.76238762851314,83.93406818420074
jeans_trousers,"26""",68.37193549347171,87.92611763731502,75.69890033293277,79.11022614265566,83.92093105885468
jeans_trousers,"26""",68.25592305207319,86.59813840926529,75.22037789478756,80.09666845862341,83.75264939268105
jeans_trousers,"26""",68.6398131374318,87.58086044018638,76.54660754498472,80.1855238761228,83.27763182269952
jeans_trousers,"26""",67.2621495091676,87.04472733794691,75.47921242187515,80.17134891902327,84.00833601765002
jeans_trousers,"26""",68.74991783531001,87.37033170203144,76.42429465903368,79.26274933261621,84.33861731104182
jeans_trousers,"26""",69.89779277592721,87.69594395981407,75.48736921069623,79.32466917657052,84.389955348292
jeans_trousers,"26""",68.7050503686753,86.18671860335,76.00128029657172,79.03402185288664,83.93309168101224
jeans_trousers,"26""",68.38837616602127,87.57019490859194,75.83610795768327,80.11200925076146,84.13299824679858
jeans_trousers,"26""",68.83155356527018,86.81905322961373,75.84138006841314,80.67658624046504,83.48076702282557
jeans_trousers,"26""",68.57840376253048,86.29563209969973,75.34308378954489,79.77966921765254,83.36528317854479
jeans_trousers,"26""",69.98343005156391,86.27727523471641,75.61665021106514,79.2205243494784,83.5018271151533
jeans_trousers,"26""",67.28203923947314,87.39010311524461,75.98877190487056,79.62209804881829,84.85805534811514
jeans_trousers,"26""",67.28219656442587,86.19559821422834,75.47635633401977,79.36263772907847,84.91325106988012
jeans_trousers,"26""",68.24794760209613,87.53489861250156,76.6550844564072,79.67287181594197,83.84117320842445
jeans_trousers,"26""",68.45650787774005,87.93365834915643,75.23417203281798,79.10491675151862,84.91714855853704
jeans_trousers,"26""",68.76206286396597,87.18956184102973,76.63930052679808,80.48305818579911,83.99492783992518
jeans_trousers,"26""",67.32834214731244,86.66670376010025,75.75646294226465,80.82485384486152,84.20737451987767
jeans_trousers,"26""",68.72541384241494,86.55431504727756,75.32916510852425,80.69741052168945,83.33332135975523
jeans_trousers,"26""",69.79797644457011,86.35889876722315,76.80246765259518,79.35378101046986,84.87383473782317
jeans_trousers,"26""",68.0233430158739,86.03202002860253,75.08406855920703,80.45465502196903,83.23220653966209
jeans_trousers,"26""",69.87735703230346,86.62208578326415,75.12074517916683,80.70336998464226,84.0716162688423
jeans_trousers,"26""",69.68145746044767,87.91961299032778,76.01639237578128,79.7219799402904,83.08176312621362
jeans_trousers,"26""",68.68924183431741,86.95163664260615,75.9200879237218,79.32971973065597,84.30486546835958
jeans_trousers,"26""",67.88139821590015,86.35601482925154,75.21158220356877,79.3629659121162,83.08199737751464
jeans_trousers,"26""",67.87234681550876,86.87935682357725,75.68034271219858,80.32840152631016,84.25517152116407
jeans_trousers,"26""",69.34259610864993,87.81992640194866,76.37412701647442,80.19360860622858,84.16516781396338
jeans_trousers,"26""",69.22622668111629,86.30323254857016,75.62194241710064,80.6322453343314,84.13928010772754
jeans_trousers,"26""",68.98873746093481,87.83717197448318,76.42948691657348,79.42480539727454,84.38421108560685
jeans_trousers,"26""",67.23179780350631,86.70011826062819,75.33915853674098,79.90880430377011,84.15332807548306
jeans_trousers,"26""",68.14227361117787,86.07668812986059,75.34311506243044,79.25682389927238,84.36359507083462
jeans_trousers,"26""",67.46381567419739,86.28514169667389,76.40515968828086,80.38667616804725,84.21905651215306
jeans_trousers,"26""",68.43199621573036,87.65773639046424,76.62709959583212,79.99154723515751,84.24859888480984
jeans_trousers,"26""",67.20989094406875,86.68290599554336,76.39776984639238,80.95975092371603,84.10728600475265
jeans_trousers,"26""",67.16520989916486,87.4608362873791,75.75347125880562,80.5288630486493,83.9800350635211
jeans_trousers,"26""",69.59531088534312,86.17950958634913,75.96187812177506,80.18142956672476,84.79068830747202
jeans_trousers,"26""",69.60845404760799,87.26197459752873,75.82294510246074,80.4876743160867,84.75626316084113
jeans_trousers,"26""",69.20729207305716,87.75982815043835,75.35328237708946,79.86000067954993,84.68549319403589
jeans_trousers,"26""",67.9346692402358,86.86238853129987,76.021466171276,80.98516357420817,84.69332361004871
jeans_trousers,"26""",69.57488082622517,87.83942927684689,75.12200059980121,80.60895336118789,83.33226721032905
jeans_trousers,"26""",67.94610419624547,86.88365226237656,76.6041252038288,80.75778481979485,84.92898097501404
jeans_trousers,"26""",68.23489434543153,87.85822438597195,75.15474213520145,80.67862805397024,84.6313520141828
jeans_trousers,"26""",67.80844704578904,87.21898666475654,75.17737330732976,79.45325571978023,83.53732402512328
jeans_trousers,"26""",68.86887726301863,86.63524303200914,76.39660867998015,79.74555156188197,84.60899527410015
jeans_trousers,"26""",68.1420955221718,87.59455790904103,76.06123574802544,80.02475438073058,83.69325279462673
jeans_trousers,"26""",68.70160552598364,86.54710990792584,76.77061254366473,79.56916104691042,83.93708684139933
jeans_trousers,"26""",67.44509781691197,86.73405680221285,75.78813729111594,79.48423659721384,84.25208398955299
jeans_trousers,"26""",69.40652923250293,86.01765658860846,75.57310808034458,79.87466976104743,83.62907743468422
jeans_trousers,"26""",67.51507196275733,87.17723976300931,76.73093368205565,79.74844304536701,84.77032088066993
jeans_trousers,"26""",69.50284817117874,87.7703099371113,75.12098459883144,79.72071323453657,84.37465019281801
jeans_trousers,"26""",69.75383722206794,86.74893696698989,75.14914739267623,79.66672962795323,83.50604143771302
jeans_trousers,"26""",67.6763322723752,87.49309493491327,75.67369274222251,79.28198997218287,83.08276654900928
jeans_trousers,"26""",69.1891510716502,86.90587896183139,75.68446319798291,80.40676487994565,83.60147972806277
jeans_trousers,"26""",69.53839205799876,87.10017000397576,75.04931901000991,79.80997079751067,84.28994585833689
jeans_trousers,"26""",67.07945830477271,86.79090635683869,75.78630361123031,79.64329702262303,83.41339262180186
jeans_trousers,"26""",67.9732870804335,86.00103394227206,75.60348120187967,80.88840702640763,83.40130863930655
jeans_trousers,"26""",69.14368147989241,87.14616017860853,76.015849886611,79.36648473676829,84.27009089078113
jeans_trousers,"26""",68.60496906090403,87.62663530589673,76.98977775889011,80.42806429748626,84.22869516378145
jeans_trousers,"26""",67.453510166297,86.88678968867343,75.24587530305065,80.44693514253125,83.22037023257383
jeans_trousers,"26""",69.2009088435781,87.86347961039758,75.50490170031642,80.38557745700759,84.89705665941882
jeans_trousers,"26""",67.12157111993717,87.92443434886923,76.25365671311408,79.29742678548315,84.29652902861342
jeans_trousers,"26""",68.46911320944953,87.08647447773407,76.3187918747201,79.69254812141308,83.77236819754468
jeans_trousers,"26""",67.3872060265401,87.25822763509976,75.18692025900206,79.17225026981959,84.6216454794791
jeans_trousers,"26""",67.86195394696271,87.06833388678025,75.29950072706546,79.26448654428589,83.26484161282983
jeans_trousers,"26""",69.29950574186515,87.03359760900106,76.19891660754223,79.25391799967275,84.98529057342695
jeans_trousers,"26""",67.82953811005092,86.9851122781367,75.07691332644568,79.71999806959047,83.98105390734713
jeans_trousers,"26""",67.47679996946275,86.88963292626563,76.69494175326098,79.31714306715824,83.70639943005034
jeans_trousers,"26""",67.22877572638957,86.74523912740169,76.68706918492691,80.90261388608421,83.1209007811546
jeans_trousers,"26""",69.39138477173375,87.36644959290534,76.7792929852331,80.63485970800542,84.11299006081228
jeans_trousers,"26""",68.16966437891648,86.86375885971262,76.13953903729919,79.50867502198462,84.6581943091824
jeans_trousers,"26""",68.39571496063316,87.6306559521523,75.61350906393068,80.69345339408315,83.90006193693489
jeans_trousers,"26""",68.1401465439757,86.88280513935767,76.09973478657992,79.9726619407309,84.15363142984324
jeans_trousers,"26""",69.47095804438271,86.20999618639419,76.81081940729449,79.90351786740892,83.0080103729316
jeans_trousers,"26""",67.01176600816825,87.97668292270848,75.83049813478564,79.05634508264778,84.60922414936202
jeans_trousers,"26""",67.37084844847963,86.83844587107275,75.8854924087272,80.90263239201688,83.76171843148903
jeans_trousers,"26""",67.17789665268984,87.92290234155601,76.58069396686031,79.4878806220411,84.80221293335805
jeans_trousers,"26""",69.03715840005,87.32047556503083,76.26116875740342,80.65553370376169,83.03870583638896
jeans_trousers,"26""",69.78012303770603,86.41605722985724,76.5397121048977,79.73328417706273,83.98414247586427
jeans_trousers,"26""",68.53293156306214,86.89186451970676,75.04204447379598,79.26722599893702,83.14662820348757
jeans_trousers,"27""",72.56715955292383,89.23527833077831,76.47503496347707,81.71700969557547,84.58499427484128
jeans_trousers,"27""",71.81321079310193,88.08908115084516,77.61516982691269,81.3295283619294,84.22095737839287
jeans_trousers,"27""",71.01029155495422,88.23654742734135,76.47298333117811,80.86083774727412,85.98533889957065
jeans_trousers,"27""",70.98719416139855,89.58012045191973,76.63639014154643,80.44752555152776,84.52804517532492
jeans_trousers,"27""",70.85431738207082,88.88999643482843,76.88361952439531,81.55987158661314,84.15763447609714
jeans_trousers,"27""",70.04322096506532,88.59536725812725,76.5290155264528,81.67369158460808,85.15524994544015
jeans_trousers,"27""",72.86324562895277,89.02161132988385,76.56418966459762,81.03119126045847,85.0310955656127
jeans_trousers,"27""",72.88256455910863,89.8611475528418,77.2368370611619,80.18490669303691,84.56131025974521
jeans_trousers,"27""",72.92546773714143,89.57872436096726,76.31799735664863,81.48910741115891,85.07472186542005
jeans_trousers,"27""",70.94323103803303,88.86804072664695,76.24706126171081,80.28033985737628,84.37067367171825
jeans_trousers,"27""",71.23667589609889,89.02317003968068,76.73751142460176,80.61158213354145,85.54390216968373
jeans_trousers,"27""",71.89367523376009,89.70241668718745,77.10201909749165,81.25111123232662,84.7781325977323
jeans_trousers,"27""",71.65085712646872,89.09642606922664,76.48849247044373,81.85963404939243,85.0475653492061
jeans_trousers,"27""",72.85255495305037,88.1782883091599,76.92639407182328,81.11166844302579,85.68124991740756
jeans_trousers,"27""",70.34273947143834,88.20439473782376,76.15004688235405,80.98392341028092,84.67313335983324
jeans_trousers,"27""",72.78460419823402,88.73581370195653,76.58258109597915,81.54342291350798,85.33447393246651
jeans_trousers,"27""",72.2646718421927,89.63978660934814,76.97735195534037,81.87689301700456,84.60706125163885
jeans_trousers,"27""",71.71232183765477,88.85481057911117,77.05268560672805,81.15834525876154,85.55650840566663
jeans_trousers,"27""",71.60922033107605,89.65595291219675,76.10903166541856,80.83634962026812,84.81128621849139
jeans_trousers,"27""",71.09575427652936,89.90560067675844,77.71336083743742,81.62982533032647,84.85075680449536
jeans_trousers,"27""",71.10170435802293,88.39259902842652,76.59214866598987,81.17424476763466,84.93332399612667
jeans_trousers,"27""",70.77011624675029,88.39781101799521,77.76855995558918,81.08590252216653,85.21273596988868
jeans_trousers,"27""",71.66505728187381,88.39709002853705,77.38792577211784,81.36655511013659,85.07282897612468
jeans_trousers,"27""",71.27433904226393,89.54867141939168,77.81557832593509,81.94717997471322,84.28125334704053
jeans_trousers,"27""",72.37718242035335,88.79720003945272,76.63245127281705,81.12226036619083,85.09164318301103
jeans_trousers,"27""",72.2860100159777,88.16941274126627,77.10194139036513,81.85938116528779,84.76819147149894
jeans_trousers,"27""",70.87462005921199,88.9722288734837,76.39561721853872,80.63094565965281,85.88497208788556
jeans_trousers,"27""",72.38644000944286,88.3268462913268,76.67761032838682,81.37852280900874,85.53169246107437
jeans_trousers,"27""",72.38522784432251,88.99375356631954,77.3438858110152,80.0237392458121,84.06869782535225
jeans_trousers,"27""",72.25205558956567,89.94426376233159,76.5992363733286,81.2803917727499,84.23308814377945
jeans_trousers,"27""",72.96091288926976,88.47817345682189,76.90895348446185,80.2282143403937,84.38642024017344
jeans_trousers,"27""",70.03592969238738,88.0600392014409,77.26602623698501,80.9429678086097,84.71090517738199
jeans_trousers,"27""",72.55987739861413,88.44626413262974,77.74162898920964,80.44954441760207,85.20067656683219
jeans_trousers,"27""",71.12407789809431,89.57607646763563,76.25070568316694,81.71764421074111,84.61262108005991
jeans_trousers,"27""",70.19017819757623,88.87464340075164,76.59303393246034,80.71378616079275,84.6909654453265
jeans_trousers,"27""",72.07712597587643,88.97648386195829,77.44935127998811,80.45647142201825,84.20419794927346
jeans_trousers,"27""",71.0529473436539,89.28001197764016,76.70610947705579,81.16222547758898,84.17688802111549
jeans_trousers,"27""",72.32625580640787,88.14522600276045,76.85838820039638,80.20486424671503,85.36712910822254
jeans_trousers,"27""",71.63758842730857,89.70926872109396,77.71626445452891,81.18876312284232,84.06551310881305
jeans_trousers,"27""",72.9150710657192,89.0062181849813,76.62478250689097,81.39218977196916,84.8556559807908
jeans_trousers,"27""",72.910049897581,89.38063502668375,77.24912656240694,81.74451411866207,85.45437013028965
jeans_trousers,"27""",72.77498304094865,88.59965817431163,77.9995177149884,80.05418364494503,85.66458052868627
jeans_trousers,"27""",72.36538533798208,88.9455766532908,77.91777676356826,80.46308105375746,85.26368941767558
jeans_trousers,"27""",72.45017442066711,89.48820316606829,76.15398097584486,81.28180854843747,85.99282435687083
jeans_trousers,"27""",71.8335969869238,88.5618128396395,77.1523835030314,81.15641465690817,84.16098674259698
jeans_trousers,"27""",71.95159412472962,88.31971553917232,77.58205374955976,80.21464178225831,84.14935987951748
jeans_trousers,"27""",70.71208467293465,88.77937113701081,77.95149998586584,80.16744529782162,84.78085409296418
jeans_trousers,"27""",71.73858753193734,88.57061401939175,76.2550790377082,80.7378375800256,85.06579521378656
jeans_trousers,"27""",71.09898253943994,88.58172922573526,77.49890992840653,80.45451496999587,84.3032709302608
jeans_trousers,"27""",70.33282176526465,88.7002907991437,77.40835974077432,80.93084187309566,84.05369051824802
jeans_trousers,"27""",70.58868795046,89.4871446044584,76.692595508372,80.53834071202081,85.67487764375599
jeans_trousers,"27""",72.086098731644,88.87741850817562,77.41063397195832,80.81752081075061,84.02154491627327
jeans_trousers,"27""",70.26713910129608,89.82703687258086,77.8561587127625,81.93070372641294,85.41807389762205
jeans_trousers,"27""",72.24511388129501,89.0893109595218,76.71679052997816,81.40991251295343,85.05805521608096
jeans_trousers,"27""",72.68632826569787,89.50828372674118,77.82832691550401,81.68835164457147,84.13333350623401
jeans_trousers,"27""",71.19068395648704,88.55772831854397,77.6448475856319,80.70937791343206,85.98512109874599
jeans_trousers,"27""",71.18842506091383,88.97324199082749,76.58447743265445,80.39864938118336,85.26984567779822
jeans_trousers,"27""",72.56290022377631,88.90398687349911,77.69483051614223,80.09142517777545,84.28953756908967
jeans_trousers,"27""",71.91367917727123,89.99051398340659,77.58511110664922,81.95941717134656,85.69346431047096
jeans_trousers,"27""",71.21292640887654,88.73713361309302,76.5223174528948,80.79307191333483,85.74434461948084
jeans_trousers,"27""",72.54247439007878,88.17393851863545,76.48926829170516,81.85722244824802,84.5594434650419
jeans_trousers,"27""",71.52403024774041,88.56164922727109,76.68883277298855,81.87738775602543,85.2832894532585
jeans_trousers,"27""",72.13795038021631,89.21389488417039,76.07212774705812,80.57832448621312,85.27302624407805
jeans_trousers,"27""",72.72201389502574,89.3027903110675,76.8716528849344,81.51426698665638,84.42418268461448
jeans_trousers,"27""",70.07211118274832,89.44085462512125,77.65743172570188,80.30841757342665,85.12081586805452
jeans_trousers,"27""",71.29589290307243,88.33545653088804,76.79717812639147,80.98001673028259,84.10688331440583
jeans_trousers,"27""",70.11988356260696,89.75981940103988,76.06283149347178,80.6813692146457,84.41119847951278
