category,style,size,UK,EUR,Waist_cm,Waist_inch,Low_hip_cm,Low_hip_inch,Inside_leg_length_cm,Inside_leg_length_inch
shorts,regular,XXS,24,38,62.55863120974228,25.93513230815734,85.93501619730719,32.41011861837498,76.0,29.0
shorts,regular,XXS,24,38,65.70398572547577,24.24402256587223,84.18194405103685,32.95551953410895,76.0,29.0
shorts,regular,XXS,24,38,63.47926627136967,24.436462297050877,85.9867659209531,32.19670883242042,76.0,29.0
shorts,regular,XXS,24,38,62.29953414010424,25.27873059118205,82.27421722719578,32.9866159398119,76.0,29.0
shorts,regular,XXS,24,38,63.98108221435443,25.248604484582238,85.25356877239335,32.02847375344244,76.0,29.0
shorts,regular,XXS,24,38,64.57156306827493,25.392824374734975,82.93347702932394,32.834602395127725,76.0,29.0
shorts,regular,XXS,24,38,62.28316893053993,25.111944873583795,83.94291079608112,32.409663189520494,76.0,29.0
shorts,regular,XXS,24,38,62.796277364956794,25.26844312221879,85.18337278186205,32.22543782765097,76.0,29.0
shorts,regular,XS,26R-28R,40-42,71.82348246533711,27.092116055462174,87.03890326743824,34.03610615688092,77.0,30.0
shorts,regular,XS,26R-28R,40-42,73.67954874815499,27.941726721634264,90.19475976169018,35.7980777221422,77.0,30.0
shorts,regular,XS,26R-28R,40-42,66.03398323783344,26.747319984187172,90.56435144003251,34.60856362927329,77.0,30.0
shorts,regular,XS,26R-28R,40-42,70.98613676237646,28.803739507731144,85.22361327035834,35.747537222675554,77.0,30.0
shorts,regular,XS,26R-28R,40-42,66.3979085972239,26.010800494964034,86.95026976862759,34.61942417563732,77.0,30.0
shorts,regular,XS,26R-28R,40-42,69.84161127386997,27.171738270362297,87.97456660883722,34.75169358463667,77.0,30.0
shorts,regular,XS,26R-28R,40-42,66.71684161511278,26.925213665899896,88.61227150280979,34.85377330610943,77.0,30.0
shorts,regular,XS,26R-28R,40-42,71.90129837176107,26.78546711785153,87.5270648294744,34.606843512127185,77.0,30.0
shorts,regular,XS,26R-28R,40-42,71.47721079282114,26.03218370748906,85.27327375306507,33.13226696539597,77.0,30.0
shorts,regular,XS,26R-28R,40-42,70.21816420621703,26.845286116444818,89.7979316926965,35.0506885130254,77.0,30.0
shorts,regular,XS,26R-28R,40-42,70.13924374665733,26.048670488813972,86.37048629889625,35.380821063878514,77.0,30.0
shorts,regular,XS,26R-28R,40-42,70.89283831553728,26.074518993741098,90.39338184417974,34.04464951834889,77.0,30.0
shorts,regular,XS,26R-28R,40-42,71.91391639317091,28.040764769336256,90.41759907561143,33.422257605007324,77.0,30.0
shorts,regular,XS,26R-28R,40-42,70.00233880055421,27.8512398341484,90.41107432392552,33.85897579584906,77.0,30.0
shorts,regular,XS,26R-28R,40-42,69.45892242424314,26.66358363762383,86.31140495560999,35.55503077391301,77.0,30.0
shorts,regular,XS,26R-28R,40-42,70.9155857600998,27.383735688199586,89.36097454661913,35.54281394173661,77.0,30.0
shorts,regular,XS,26R-28R,40-42,69.39400251076988,27.13952541028165,86.32209264857408,34.84307042532269,77.0,30.0
shorts,regular,XS,26R-28R,40-42,68.35088306758814,27.379977683853987,90.9143307289214,33.14467138276816,77.0,30.0
shorts,regular,XS,26R-28R,40-42,68.93808306212087,27.949521054768542,89.6791960556802,34.4664830539065,77.0,30.0
shorts,regular,XS,26R-28R,40-42,67.8127793784177,26.815180130628022,90.6075818387103,33.56473719561503,77.0,30.0
shorts,regular,XS,26R-28R,40-42,72.45280342595736,28.984545517486197,86.1845729897799,35.710501442408386,77.0,30.0
shorts,regular,XS,26R-28R,40-42,71.83140916549232,26.531338822136284,90.85160378889084,35.637101759904134,77.0,30.0
shorts,regular,XS,26R-28R,40-42,70.32557696336701,27.47065075355851,90.88321071084896,33.84823872569632,77.0,30.0
shorts,regular,XS,26R-28R,40-42,73.99459198486261,26.27767779679163,85.38078410681145,35.29696824609148,77.0,30.0
shorts,regular,XS,26R-28R,40-42,70.69267267521087,28.2887454613485,85.44937073316586,35.140837874966884,77.0,30.0
shorts,regular,XS,26R-28R,40-42,67.76687675781656,28.918375112267686,85.37213306297572,35.5447646546475,77.0,30.0
shorts,regular,XS,26R-28R,40-42,73.75814317195523,26.91871553372198,88.47066218833938,33.204800531408075,77.0,30.0
shorts,regular,XS,26R-28R,40-42,66.10579390522295,27.154134756522755,85.30687337438245,34.575153886498775,77.0,30.0
shorts,regular,XS,26R-28R,40-42,72.34614363993606,28.339770701080273,89.78177846355062,35.83814939044259,77.0,30.0
shorts,regular,XS,26R-28R,40-42,67.90066173173912,26.21030789320512,86.61459933394642,34.61674820243246,77.0,30.0
shorts,regular,XS,26R-28R,40-42,66.92847198655507,26.300379113601124,89.02086480152944,33.2813423999017,77.0,30.0
shorts,regular,XS,26R-28R,40-42,70.54025812386058,27.312192488400076,86.4927179204036,33.70232678811394,77.0,30.0
shorts,regular,XS,26R-28R,40-42,71.54036198255244,28.627288993973494,85.05948753935851,34.946519704754444,77.0,30.0
shorts,regular,XS,26R-28R,40-42,72.20500824711377,27.27854853158096,88.10147228711773,34.187522602338966,77.0,30.0
shorts,regular,XS,26R-28R,40-42,69.31700437875176,27.891760039857708,90.19934563626455,34.11856755433905,77.0,30.0
shorts,regular,XS,26R-28R,40-42,72.7959231581582,26.519958053815877,86.33949507336412,34.73002007907895,77.0,30.0
shorts,regular,XS,26R-28R,40-42,72.00504270424949,27.33377526385179,87.0467335571534,33.266585064853444,77.0,30.0
shorts,regular,XS,26R-28R,40-42,70.72589492520046,27.256442856920458,89.52849504353387,33.530212881279475,77.0,30.0
shorts,regular,XS,26R-28R,40-42,68.53851675363599,28.1873852103327,90.76124337871795,33.21633635212134,77.0,30.0
shorts,regular,XS,26R-28R,40-42,70.37107471378194,26.039050255610647,90.14521584844563,33.207769515824445,77.0,30.0
shorts,regular,XS,26R-28R,40-42,69.11529629455555,27.601342100848115,90.50408657836795,34.6221887456641,77.0,30.0
shorts,regular,XS,26R-28R,40-42,70.07516661743243,26.40895284219783,86.28845424481018,34.71438152986393,77.0,30.0
shorts,regular,XS,26R-28R,40-42,70.10822140080815,26.423953983595506,88.0589912475528,34.964527467463526,77.0,30.0
shorts,regular,XS,26R-28R,40-42,66.72075299569151,26.363121552761143,89.75389767924153,33.97122109734437,77.0,30.0
shorts,regular,XS,26R-28R,40-42,71.74577062065345,26.261992001317164,88.15343617657562,34.19742913911987,77.0,30.0
shorts,regular,XS,26R-28R,40-42,67.90003050181073,27.49706778633475,86.38527111196117,35.20919760270338,77.0,30.0
shorts,regular,XS,26R-28R,40-42,66.24289211659128,27.959398550932967,90.84936497459849,35.02870877318348,77.0,30.0
shorts,regular,XS,26R-28R,40-42,68.06554034861934,28.894264942459376,86.98787196711473,33.01250364898818,77.0,30.0
shorts,regular,XS,26R-28R,40-42,67.4727684679764,27.805790574089862,89.86280505626627,35.433876134787496,77.0,30.0
shorts,regular,XS,26R-28R,40-42,67.25266623722706,28.74981158537762,85.98408762007836,33.10422371144991,77.0,30.0
shorts,regular,XS,26R-28R,40-42,71.3097361713645,28.959102927165056,87.12095685350602,35.61987317622446,77.0,30.0
shorts,regular,XS,26R-28R,40-42,72.9064016339404,28.629344075828424,89.35436904305352,34.202202895342275,77.0,30.0
shorts,regular,XS,26R-28R,40-42,69.11731161829722,26.691728888984503,89.72832316630587,35.651396597979065,77.0,30.0
shorts,regular,XS,26R-28R,40-42,66.23568765369424,28.087895862590642,86.20633079601585,34.116907228310026,77.0,30.0
shorts,regular,XS,26R-28R,40-42,66.74734959439228,27.796108473799258,86.06487598417966,33.31448333734069,77.0,30.0
shorts,regular,XS,26R-28R,40-42,67.631382918198,27.673140812566803,88.54164908133745,33.008590820410774,77.0,30.0
shorts,regular,XS,26R-28R,40-42,68.78108405455218,26.182486155569947,90.15868839827867,35.14746837845714,77.0,30.0
shorts,regular,XS,26R-28R,40-42,67.84898639513126,26.738773039749656,85.3653003422985,34.61204419164924,77.0,30.0
shorts,regular,XS,26R-28R,40-42,66.30900233873716,28.53593075701415,85.37612789025215,35.87305087387537,77.0,30.0
shorts,regular,XS,26R-28R,40-42,73.07323118382418,27.253499545110664,87.80588570219686,35.313165161754725,77.0,30.0
shorts,regular,XS,26R-28R,40-42,66.84214390006599,26.998705994239963,88.12504099338166,34.7237424422043,77.0,30.0
shorts,regular,XS,26R-28R,40-42,73.30652036465106,26.89077028410706,88.96773122230057,34.70176310732173,77.0,30.0
shorts,regular,XS,26R-28R,40-42,66.77055938042676,28.96391008287183,85.32890083293752,33.62797371567805,77.0,30.0
shorts,regular,XS,26R-28R,40-42,66.98599230104554,28.90635440709636,89.34898930557888,34.96964470542844,77.0,30.0
shorts,regular,XS,26R-28R,40-42,71.45648822742112,28.144325220278404,87.56172295168375,35.22030119638575,77.0,30.0
shorts,regular,XS,26R-28R,40-42,68.4760332609004,27.005202077057486,88.5098591174268,35.881487928860075,77.0,30.0
shorts,regular,XS,26R-28R,40-42,73.72903475029413,28.768411368372497,85.3395851032965,33.70211710818327,77.0,30.0
shorts,regular,XS,26R-28R,40-42,70.78848641097494,28.938965353987598,88.06843409692219,34.72499055068186,77.0,30.0
shorts,regular,XS,26R-28R,40-42,68.76159823343909,26.967292782959994,89.94549729387961,35.59711091874989,77.0,30.0
shorts,regular,XS,26R-28R,40-42,71.99170155285309,27.626377780217034,88.28324974279931,34.51263660624941,77.0,30.0
shorts,regular,XS,26R-28R,40-42,67.11017501660032,27.613829182248622,86.73741851689347,35.724428329406386,77.0,30.0
shorts,regular,XS,26R-28R,40-42,69.73865253268202,27.86566614602675,85.57628290570322,34.24627638311282,77.0,30.0
shorts,regular,XS,26R-28R,40-42,67.44935194555426,28.849499498536865,88.77587697344111,35.9252304465932,77.0,30.0
shorts,regular,XS,26R-28R,40-42,70.65260196028976,27.407713640203184,87.09885328996636,33.68070065979962,77.0,30.0
shorts,regular,XS,26R-28R,40-42,71.60077840448727,26.46878278836674,89.26212147753584,34.3488620098267,77.0,30.0
shorts,regular,XS,26R-28R,40-42,66.31034569662698,26.269313288230354,85.09837947829274,35.44171849971483,77.0,30.0
shorts,regular,XS,26R-28R,40-42,69.80259248076428,28.70413359837679,89.34768087959854,33.975579015284104,77.0,30.0
shorts,regular,XS,26R-28R,40-42,68.19282869976917,27.600463683213665,85.01715506444054,35.07170167791516,77.0,30.0
shorts,regular,XS,26R-28R,40-42,68.05321210307392,27.363115886198866,88.17615727095642,35.337961043386564,77.0,30.0
shorts,regular,XS,26R-28R,40-42,73.45471031917413,27.089619942004813,89.79882008907335,35.46504868763779,77.0,30.0
shorts,regular,XS,26R-28R,40-42,72.88169014286237,27.01914012425036,89.75220907778889,35.7148650266209,77.0,30.0
shorts,regular,XS,26R-28R,40-42,67.82373265720364,27.920389002124047,87.06145201059338,34.116284105246024,77.0,30.0
shorts,regular,XS,26R-28R,40-42,67.64611163868437,26.982390759892997,86.96096433610286,34.17520550854885,77.0,30.0
shorts,regular,XS,26R-28R,40-42,71.39019073855178,26.206350430358356,85.33934891860348,35.763852499257226,77.0,30.0
shorts,regular,XS,26R-28R,40-42,72.87711747058945,27.546592074443243,85.60073648150497,35.3167368061572,77.0,30.0
shorts,regular,XS,26R-28R,40-42,70.69906257535463,28.773846189142795,86.23997989784404,33.95405845228754,77.0,30.0
shorts,regular,XS,26R-28R,40-42,66.56499280413576,28.599885355827748,86.07176286844374,34.08031250868832,77.0,30.0
shorts,regular,XS,26R-28R,40-42,70.53934727561116,26.771766870469204,90.55692311476317,35.780114965062864,77.0,30.0
shorts,regular,XS,26R-28R,40-42,68.90754986959716,27.794727496424308,88.2622288466312,33.52333436970615,77.0,30.0
shorts,regular,XS,26R-28R,40-42,72.6837401778823,28.952353977760566,85.82871967916604,33.255362345724826,77.0,30.0
shorts,regular,XS,26R-28R,40-42,68.63146935186523,27.661356940359394,89.44605667885233,33.50046954315901,77.0,30.0
shorts,regular,XS,26R-28R,40-42,73.14554972280811,26.25234764128069,85.82936312710778,33.7910249818146,77.0,30.0
shorts,regular,XS,26R-28R,40-42,67.6056214679198,27.24158365414798,90.67531969070536,33.45746402115874,77.0,30.0
shorts,regular,XS,26R-28R,40-42,69.73604609816789,27.926405156242083,85.26621109347823,35.33624112044875,77.0,30.0
shorts,regular,XS,26R-28R,40-42,71.82565284683895,28.732495018118986,86.20757079497304,33.450288281532956,77.0,30.0
shorts,regular,XS,26R-28R,40-42,67.92472693770242,28.999829219338608,85.37694803037243,34.4195377399745,77.0,30.0
shorts,regular,XS,26R-28R,40-42,69.80639846423762,26.47313504146262,87.02305397708972,34.892253958505215,77.0,30.0
shorts,regular,XS,26R-28R,40-42,66.95725569181633,26.678143641578806,90.90438395683616,35.89495302404823,77.0,30.0
shorts,regular,XS,26R-28R,40-42,71.46100433675058,27.46252031720618,85.1936275908789,35.59372226855806,77.0,30.0
shorts,regular,XS,26R-28R,40-42,68.86525555404371,26.273677197465094,86.0400584639512,35.38460923696327,77.0,30.0
shorts,regular,S,30R-32R,44-46,76.15778881736738,29.822117071500028,91.7819938971041,36.1003233173321,78.0,30.0
shorts,regular,S,30R-32R,44-46,75.92745166117581,29.507488937016348,93.86391119096126,36.96594041959044,78.0,30.0
shorts,regular,S,30R-32R,44-46,75.33932630092161,29.017807502495533,93.42999260749835,37.50225656637462,78.0,30.0
shorts,regular,S,30R-32R,44-46,76.38512548758575,29.72536922253085,93.57907867582622,36.55619395167574,78.0,30.0
shorts,regular,S,30R-32R,44-46,75.39495333477322,29.825398833708164,96.48473097875592,36.27092779100949,78.0,30.0
shorts,regular,S,30R-32R,44-46,77.76653302664442,29.209589259272104,96.13146204941897,36.59883309961988,78.0,30.0
shorts,regular,S,30R-32R,44-46,76.75574007321704,29.606226480847592,91.22159130258038,36.0635805061228,78.0,30.0
shorts,regular,S,30R-32R,44-46,76.58389629416175,29.696170986964184,96.65993221959131,36.65289216548909,78.0,30.0
shorts,regular,S,30R-32R,44-46,74.57117695528343,29.968950368552953,95.63781761216593,37.79538404844732,78.0,30.0
shorts,regular,S,30R-32R,44-46,77.800588351496,29.021442117162575,95.43396006664616,36.923565398142195,78.0,30.0
shorts,regular,S,30R-32R,44-46,74.80337268861209,29.03412972457515,91.33400483983793,37.44194471797147,78.0,30.0
shorts,regular,S,30R-32R,44-46,77.2938959184557,29.818116796166887,94.274929699371,36.367566805777884,78.0,30.0
shorts,regular,S,30R-32R,44-46,74.26154920444847,29.58286376273767,95.58846495260578,36.99108053465214,78.0,30.0
shorts,regular,S,30R-32R,44-46,76.87262783419467,29.105915823116977,94.57680578931853,37.18331003715838,78.0,30.0
shorts,regular,S,30R-32R,44-46,77.3760093109248,29.997930848920824,94.43441755022974,37.57429677885462,78.0,30.0
shorts,regular,S,30R-32R,44-46,75.27779698714413,29.261233393041547,91.65972739976276,36.6879407263134,78.0,30.0
shorts,regular,S,30R-32R,44-46,77.59331738779134,29.688797314444603,95.58702700468673,37.28586388603507,78.0,30.0
shorts,regular,S,30R-32R,44-46,77.29491142862928,29.587488852369198,94.18282455238462,36.980408716405,78.0,30.0
shorts,regular,S,30R-32R,44-46,77.68789736364431,29.003170069673512,94.76589032091532,37.88690797795001,78.0,30.0
shorts,regular,S,30R-32R,44-46,77.74501207328515,29.386036331341874,93.85287141829515,37.45739216649957,78.0,30.0
shorts,regular,S,30R-32R,44-46,74.23685455405764,29.62430422321879,92.37798684259913,37.24306671755831,78.0,30.0
shorts,regular,S,30R-32R,44-46,74.28365317211468,29.095201002246256,93.20477658177974,37.8980621831616,78.0,30.0
shorts,regular,S,30R-32R,44-46,76.29017544046542,29.51279802582665,93.69614656525894,36.61408587523738,78.0,30.0
shorts,regular,S,30R-32R,44-46,76.30147097208766,29.43915541883836,93.13007985237917,37.36437123825423,78.0,30.0
shorts,regular,S,30R-32R,44-46,76.02754253289321,29.32883750304663,95.87777387509922,36.41051777407721,78.0,30.0
shorts,regular,S,30R-32R,44-46,74.20461141106786,29.444151254708224,92.09558662398673,36.439222002469926,78.0,30.0
shorts,regular,S,30R-32R,44-46,74.13170982889561,29.655864437654458,96.92930117243937,37.89789723237061,78.0,30.0
shorts,regular,S,30R-32R,44-46,76.9383927310597,29.529505708768912,92.82405158231977,36.31893789012747,78.0,30.0
shorts,regular,S,30R-32R,44-46,75.8738778091386,29.16382263595574,92.64211255800858,36.4127792321196,78.0,30.0
shorts,regular,S,30R-32R,44-46,76.78318034906052,29.7965746826128,93.6454765322097,36.32330383268456,78.0,30.0
shorts,regular,S,30R-32R,44-46,75.44730640380774,29.823576583991322,96.33210179251432,37.87985911478497,78.0,30.0
shorts,regular,S,30R-32R,44-46,74.34593599091153,29.033984547086412,91.80572495018033,37.1259920756517,78.0,30.0
shorts,regular,S,30R-32R,44-46,76.28455823072095,29.70508876236132,95.79688972432248,36.13548942255919,78.0,30.0
shorts,regular,S,30R-32R,44-46,74.98151050758545,29.7948426234245,94.511226628101,37.41465206172735,78.0,30.0
shorts,regular,S,30R-32R,44-46,76.49990337367036,29.49231999715836,91.10829904576762,37.60206896589391,78.0,30.0
shorts,regular,S,30R-32R,44-46,74.81155054019764,29.230647620534498,93.8530543709991,36.68964339275845,78.0,30.0
shorts,regular,S,30R-32R,44-46,76.70770650034311,29.771995654378816,96.37136652980683,37.40388863902777,78.0,30.0
shorts,regular,S,30R-32R,44-46,75.07627286315399,29.953567033448834,96.45081526169739,36.831374807353626,78.0,30.0
shorts,regular,S,30R-32R,44-46,74.65966586373372,29.707076965432226,96.94898832667965,36.48417791474227,78.0,30.0
shorts,regular,S,30R-32R,44-46,77.96470719532515,29.54243632625742,91.66890449327707,36.227769715835635,78.0,30.0
