category,style,size,chest_cm,low_hip_cm,UK,inside_leg_length_cm
jumpsuits,regular,EUR_32,75.44555960241645,79.71645594531591,4,71.0
jumpsuits,regular,EUR_32,75.10876853450344,80.2227362691176,4,71.0
jumpsuits,regular,EUR_32,77.11902596146098,81.42861819979547,4,71.0
jumpsuits,regular,EUR_32,77.64358116503652,79.24978230616829,4,71.0
jumpsuits,regular,EUR_32,75.65560305541432,81.1452973887855,4,71.0
jumpsuits,regular,EUR_32,76.45452771522183,79.76492608031657,4,71.0
jumpsuits,regular,EUR_32,77.66339842233383,80.9752621145301,4,71.0
jumpsuits,regular,EUR_32,77.73469192325695,80.75852280840233,4,71.0
jumpsuits,regular,EUR_32,75.84793288266435,81.73599274579746,4,71.0
jumpsuits,regular,EUR_32,75.24012870076145,82.38224043793596,4,71.0
jumpsuits,regular,EUR_32,77.50963203417693,82.33649415931498,4,71.0
jumpsuits,regular,EUR_32,75.31924538961322,81.28021437815208,4,71.0
jumpsuits,regular,EUR_32,77.73721992329737,80.90064659096598,4,71.0
jumpsuits,regular,EUR_32,76.3673005801616,82.35011737112616,4,71.0
jumpsuits,regular,EUR_32,76.51205465575282,80.6201916196706,4,71.0
jumpsuits,regular,EUR_32,76.93122817841973,79.50104422355714,4,71.0
jumpsuits,regular,EUR_32,76.90483878503453,82.46784493262845,4,71.0
jumpsuits,regular,EUR_32,75.4556456936132,81.8347709035518,4,71.0
jumpsuits,regular,EUR_32,77.42301674918586,79.68735268231441,4,71.0
jumpsuits,regular,EUR_32,76.48076796674006,80.34393112525926,4,71.0
jumpsuits,regular,EUR_32,77.58877099775634,80.01913990369998,4,71.0
jumpsuits,regular,EUR_32,77.10357632305276,79.984427197229,4,71.0
jumpsuits,regular,EUR_32,75.63448256551982,81.30777151899176,4,71.0
jumpsuits,regular,EUR_32,76.4901299673677,82.67844581707134,4,71.0
jumpsuits,regular,EUR_32,75.73986592128216,81.14656134506696,4,71.0
jumpsuits,regular,EUR_32,75.70553305300157,80.90919350561227,4,71.0
jumpsuits,regular,EUR_32,76.4285932614005,82.29281948016528,4,71.0
jumpsuits,regular,EUR_32,77.82118534965694,80.78479056246623,4,71.0
jumpsuits,regular,EUR_32,75.18681653672144,82.04631303560141,4,71.0
jumpsuits,regular,EUR_32,77.7153154934237,82.73370469539284,4,71.0
jumpsuits,regular,EUR_32,75.91018657002223,81.5577178491677,4,71.0
jumpsuits,regular,EUR_32,77.210675218601,80.60092444108572,4,71.0
jumpsuits,regular,EUR_32,75.12083707877197,82.49703450373413,4,71.0
jumpsuits,regular,EUR_32,76.74728571435206,79.0169462755594,4,71.0
jumpsuits,regular,EUR_32,75.36578596895319,80.54388820953709,4,71.0
jumpsuits,regular,EUR_32,77.53141613843911,81.86324640730244,4,71.0
jumpsuits,regular,EUR_32,77.31199055921533,82.59737982440782,4,71.0
jumpsuits,regular,EUR_32,75.94179873026857,80.1873410526738,4,71.0
jumpsuits,regular,EUR_32,77.78098172568355,80.82215190295733,4,71.0
jumpsuits,regular,EUR_32,76.66022548247344,80.35827864633255,4,71.0
jumpsuits,regular,EUR_32,77.01215777205238,82.20402343953772,4,71.0
jumpsuits,regular,EUR_32,76.51443813344252,80.85655546082955,4,71.0
jumpsuits,regular,EUR_32,77.02313079228182,82.81169703474116,4,71.0
jumpsuits,regular,EUR_32,75.77268667241786,82.4882204221676,4,71.0
jumpsuits,regular,EUR_32,76.76219829305404,80.54444331595512,4,71.0
jumpsuits,regular,EUR_32,77.30002067503649,82.10866458564993,4,71.0
jumpsuits,regular,EUR_32,76.43686614546893,81.15243844950633,4,71.0
jumpsuits,regular,EUR_32,75.53081629383537,79.81283536741843,4,71.0
jumpsuits,regular,EUR_32,77.83578576068207,81.40328705094537,4,71.0
jumpsuits,regular,EUR_32,76.94631391657857,79.71323949388237,4,71.0
jumpsuits,regular,EUR_32,77.057814413073,80.88783193400694,4,71.0
jumpsuits,regular,EUR_32,76.76470662215108,79.22560385622097,4,71.0
jumpsuits,regular,EUR_32,76.78266605643279,82.40007585403282,4,71.0
jumpsuits,regular,EUR_32,76.04900366514629,81.72179765986328,4,71.0
jumpsuits,regular,EUR_32,76.88291086808754,82.23702895565579,4,71.0
jumpsuits,regular,EUR_34,81.41629546201496,83.75361709935399,6,71.5
jumpsuits,regular,EUR_34,80.72377724857311,84.73384611511814,6,71.5
jumpsuits,regular,EUR_34,80.90417774058018,83.81772758166468,6,71.5
jumpsuits,regular,EUR_34,81.40519184423734,83.16030472380088,6,71.5
jumpsuits,regular,EUR_34,80.40897639657643,83.60315698411992,6,71.5
jumpsuits,regular,EUR_34,78.59017985655056,86.27454592324221,6,71.5
jumpsuits,regular,EUR_34,80.80346338085343,86.45863940414236,6,71.5
jumpsuits,regular,EUR_34,81.42906156975867,84.53187368123412,6,71.5
jumpsuits,regular,EUR_34,78.16647539109424,83.88329907754161,6,71.5
jumpsuits,regular,EUR_34,80.24851070974667,85.052279346988,6,71.5
jumpsuits,regular,EUR_34,80.93828682825584,84.43167025168243,6,71.5
jumpsuits,regular,EUR_34,78.68531788154725,85.85723844629494,6,71.5
jumpsuits,regular,EUR_34,80.9808262390317,83.39903311947545,6,71.5
jumpsuits,regular,EUR_34,79.24831832036266,86.53110163035538,6,71.5
jumpsuits,regular,EUR_34,81.80594658317517,86.32878699400041,6,71.5
jumpsuits,regular,EUR_34,80.0889263991527,84.74869406158743,6,71.5
jumpsuits,regular,EUR_34,80.9248036421346,86.61630676881754,6,71.5
jumpsuits,regular,EUR_34,80.43005393393607,85.08835439485944,6,71.5
jumpsuits,regular,EUR_34,79.48020558626806,85.6806567649752,6,71.5
jumpsuits,regular,EUR_34,79.76358043578915,86.01534635093108,6,71.5
jumpsuits,regular,EUR_34,78.23833877508946,84.52863408161065,6,71.5
jumpsuits,regular,EUR_34,81.34406613080904,85.15386638496649,6,71.5
jumpsuits,regular,EUR_34,78.34430416644155,84.59747603946236,6,71.5
jumpsuits,regular,EUR_34,78.51221045522499,85.15527520530374,6,71.5
jumpsuits,regular,EUR_34,78.92685923750764,85.16507051157863,6,71.5
jumpsuits,regular,EUR_34,81.14137766169958,86.27475783460191,6,71.5
jumpsuits,regular,EUR_34,78.76782473411798,84.73689372376762,6,71.5
jumpsuits,regular,EUR_34,80.35314831457815,86.1755826505817,6,71.5
jumpsuits,regular,EUR_34,81.83801121807326,86.39417214788837,6,71.5
jumpsuits,regular,EUR_34,78.58852683143249,86.04986111905437,6,71.5
jumpsuits,regular,EUR_34,81.32881966470418,85.39975113318151,6,71.5
jumpsuits,regular,EUR_34,79.77002823293309,85.03577199436373,6,71.5
jumpsuits,regular,EUR_34,80.86841369330345,85.68270596277341,6,71.5
jumpsuits,regular,EUR_34,80.40830571112446,83.73279289943741,6,71.5
jumpsuits,regular,EUR_34,81.16859956896988,86.85213355645864,6,71.5
jumpsuits,regular,EUR_34,78.61205139157504,84.03636612294986,6,71.5
jumpsuits,regular,EUR_34,79.42774036138414,86.4885988540455,6,71.5
jumpsuits,regular,EUR_34,81.15219045615277,86.24837715436139,6,71.5
jumpsuits,regular,EUR_34,80.80389336762802,85.8565388311044,6,71.5
jumpsuits,regular,EUR_34,79.71483444239053,85.56845469049566,6,71.5
jumpsuits,regular,EUR_34,79.67761850730932,84.50331944190958,6,71.5
jumpsuits,regular,EUR_34,79.37989534398015,84.15394089323352,6,71.5
jumpsuits,regular,EUR_34,81.48451875097079,85.66175626473236,6,71.5
jumpsuits,regular,EUR_34,80.60216607777093,83.24078103695658,6,71.5
jumpsuits,regular,EUR_34,78.08446954397681,86.98375721451862,6,71.5
jumpsuits,regular,EUR_34,81.97136134170012,84.1384146845674,6,71.5
jumpsuits,regular,EUR_34,79.95413873344287,84.28631547370206,6,71.5
jumpsuits,regular,EUR_34,80.48132345750429,85.22041935799894,6,71.5
jumpsuits,regular,EUR_34,80.42130721817682,85.38431963498122,6,71.5
jumpsuits,regular,EUR_34,81.1498300990596,85.7090634916368,6,71.5
jumpsuits,regular,EUR_34,79.9769888647608,84.042051639594,6,71.5
jumpsuits,regular,EUR_34,81.62145809930082,86.64495837843748,6,71.5
jumpsuits,regular,EUR_34,80.22344346767655,84.23749297796219,6,71.5
jumpsuits,regular,EUR_34,80.64801410570517,86.21496994059082,6,71.5
jumpsuits,regular,EUR_34,81.6289821202351,86.40152163017389,6,71.5
jumpsuits,regular,EUR_34,80.42887498329544,83.93590139664796,6,71.5
jumpsuits,regular,EUR_34,81.63684832366573,85.01818645831528,6,71.5
jumpsuits,regular,EUR_34,79.665278548639,83.80698090993863,6,71.5
jumpsuits,regular,EUR_34,79.52582455335481,83.36642259512121,6,71.5
jumpsuits,regular,EUR_34,79.32043252188275,84.12971004771832,6,71.5
jumpsuits,regular,EUR_34,79.78218775330213,86.03136760512739,6,71.5
jumpsuits,regular,EUR_34,81.44711321124097,86.23366454123926,6,71.5
jumpsuits,regular,EUR_34,81.71378146056138,86.48754791357574,6,71.5
jumpsuits,regular,EUR_34,79.03692718346731,83.96070319507606,6,71.5
jumpsuits,regular,EUR_34,79.5789671273204,85.25241693322046,6,71.5
jumpsuits,regular,EUR_34,79.38292717152284,86.00258010323567,6,71.5
jumpsuits,regular,EUR_34,80.07662717519983,84.87340372672513,6,71.5
jumpsuits,regular,EUR_34,81.28785179483639,85.53789866025366,6,71.5
jumpsuits,regular,EUR_34,80.9471054820242,86.0251804689037,6,71.5
jumpsuits,regular,EUR_34,79.35122423417485,86.58560303551211,6,71.5
jumpsuits,regular,EUR_34,78.56148225144872,84.92705531469883,6,71.5
jumpsuits,regular,EUR_34,81.89831253206377,84.39486869249161,6,71.5
jumpsuits,regular,EUR_34,81.72089878332007,85.2112729707327,6,71.5
jumpsuits,regular,EUR_34,80.50234582371392,84.89444760081479,6,71.5
jumpsuits,regular,EUR_34,79.0805728757497,84.46404477416152,6,71.5
jumpsuits,regular,EUR_34,78.52958592865583,85.55165818068164,6,71.5
jumpsuits,regular,EUR_34,81.67252575281229,85.48277736321066,6,71.5
jumpsuits,regular,EUR_34,79.42534359071506,83.76297892481954,6,71.5
jumpsuits,regular,EUR_34,79.68320906395947,86.57241017844115,6,71.5
jumpsuits,regular,EUR_34,80.99301098581384,86.9340149529716,6,71.5
jumpsuits,regular,EUR_34,81.73299276623216,83.2609714952721,6,71.5
jumpsuits,regular,EUR_34,81.91002784598945,86.50030136849587,6,71.5
jumpsuits,regular,EUR_34,80.74295203461513,85.8754379107581,6,71.5
jumpsuits,regular,EUR_34,80.2478780406149,86.35699758730632,6,71.5
jumpsuits,regular,EUR_34,81.14080886586012,86.5476589967972,6,71.5
jumpsuits,regular,EUR_34,81.82177780781696,83.85595621038756,6,71.5
jumpsuits,regular,EUR_34,78.87637298601001,85.21457974980612,6,71.5
jumpsuits,regular,EUR_34,80.91756186503129,84.21260413965403,6,71.5
jumpsuits,regular,EUR_34,79.37819922041045,86.49116262020104,6,71.5
jumpsuits,regular,EUR_34,80.20975300789682,83.67812117188313,6,71.5
jumpsuits,regular,EUR_34,78.8102606456046,83.65277287990334,6,71.5
jumpsuits,regular,EUR_34,79.11824757162961,84.78452422836527,6,71.5
jumpsuits,regular,EUR_34,79.66238449592122,86.09152947811648,6,71.5
jumpsuits,regular,EUR_34,79.68849223681161,84.82920229855462,6,71.5
jumpsuits,regular,EUR_34,79.6229075188955,85.5172178281682,6,71.5
jumpsuits,regular,EUR_34,79.81549136214949,83.34880524652644,6,71.5
jumpsuits,regular,EUR_34,81.31952477871968,85.60339259893223,6,71.5
jumpsuits,regular,EUR_34,80.28350545179042,84.61211092481702,6,71.5
jumpsuits,regular,EUR_34,81.39134094994209,84.17660798105211,6,71.5
jumpsuits,regular,EUR_34,81.95885402041415,84.49201050390263,6,71.5
jumpsuits,regular,EUR_36,82.2735302729209,90.80655831402898,8,72.5
jumpsuits,regular,EUR_36,85.24162118014596,89.90852194856231,8,72.5
jumpsuits,regular,EUR_36,82.36005679561819,88.78056958084728,8,72.5
jumpsuits,regular,EUR_36,85.48982323689428,88.2003828095519,8,72.5
jumpsuits,regular,EUR_36,82.21996906896175,88.43092644692493,8,72.5
jumpsuits,regular,EUR_36,82.06259456951295,89.76437209776559,8,72.5
jumpsuits,regular,EUR_36,83.89593738955097,87.81910007247369,8,72.5
jumpsuits,regular,EUR_36,84.83275605598998,88.84482725035414,8,72.5
jumpsuits,regular,EUR_36,84.64699054548355,88.57966800235369,8,72.5
jumpsuits,regular,EUR_36,85.62970724341294,87.69006098005201,8,72.5
jumpsuits,regular,EUR_36,82.69674416246154,88.89951000617721,8,72.5
jumpsuits,regular,EUR_36,84.34108696167199,90.94578337889729,8,72.5
jumpsuits,regular,EUR_36,84.41340107499674,87.2788628355996,8,72.5
jumpsuits,regular,EUR_36,84.39780808351813,87.58807063440821,8,72.5
jumpsuits,regular,EUR_36,82.10410668120322,88.85334843431907,8,72.5
jumpsuits,regular,EUR_36,82.87427087837033,89.92803006995359,8,72.5
jumpsuits,regular,EUR_36,83.35690027360997,89.68399028777047,8,72.5
jumpsuits,regular,EUR_36,84.53851292078956,88.37079387590676,8,72.5
jumpsuits,regular,EUR_36,83.92762829655825,90.39080761414333,8,72.5
jumpsuits,regular,EUR_36,82.90984050383209,89.17818705198773,8,72.5
jumpsuits,regular,EUR_36,85.20566866768131,87.45066763606061,8,72.5
jumpsuits,regular,EUR_36,85.74187206770964,87.03301181349407,8,72.5
jumpsuits,regular,EUR_36,85.85627056167206,87.05921432659296,8,72.5
jumpsuits,regular,EUR_36,84.23208116765257,90.98091271522541,8,72.5
jumpsuits,regular,EUR_36,83.31109780275318,88.82405023698053,8,72.5
jumpsuits,regular,EUR_36,85.15456437368303,88.90780151287258,8,72.5
jumpsuits,regular,EUR_36,83.20152296012967,90.83818212169334,8,72.5
jumpsuits,regular,EUR_36,82.13067486853596,90.4676732610789,8,72.5
jumpsuits,regular,EUR_36,83.17731308007056,87.89881926069965,8,72.5
jumpsuits,regular,EUR_36,82.03726107236442,87.29361226558933,8,72.5
jumpsuits,regular,EUR_36,83.01234884646851,90.1863463889784,8,72.5
jumpsuits,regular,EUR_36,83.88993060058782,88.1280935771184,8,72.5
jumpsuits,regular,EUR_36,85.60497473609493,90.38586542274932,8,72.5
jumpsuits,regular,EUR_36,84.39827102742798,89.31830813187747,8,72.5
jumpsuits,regular,EUR_36,82.588262824249,87.97874898008747,8,72.5
jumpsuits,regular,EUR_36,85.13280123800733,90.15339595647542,8,72.5
jumpsuits,regular,EUR_36,85.24065444399237,90.82905960186687,8,72.5
jumpsuits,regular,EUR_36,82.25582820140713,88.91875315958552,8,72.5
jumpsuits,regular,EUR_36,83.31358622952366,88.571032310296,8,72.5
jumpsuits,regular,EUR_36,83.18186532825575,88.93898319031213,8,72.5
jumpsuits,regular,EUR_36,83.62626627837159,88.98543142531972,8,72.5
jumpsuits,regular,EUR_36,82.9387538801088,87.66471548704332,8,72.5
jumpsuits,regular,EUR_36,85.15723112211191,87.22980510102504,8,72.5
jumpsuits,regular,EUR_36,84.46234291268607,90.98108772541615,8,72.5
jumpsuits,regular,EUR_36,83.97735549235243,87.64653232734793,8,72.5
jumpsuits,regular,EUR_36,83.52320367605917,87.64427746173882,8,72.5
jumpsuits,regular,EUR_36,82.95380713466994,90.7812130109137,8,72.5
jumpsuits,regular,EUR_36,85.69628778301131,88.50381207166248,8,72.5
jumpsuits,regular,EUR_36,85.72556152178252,88.79762019259296,8,72.5
jumpsuits,regular,EUR_36,82.95885074381674,87.95040928321966,8,72.5
jumpsuits,regular,EUR_36,85.41561068979749,87.24371688009268,8,72.5
jumpsuits,regular,EUR_36,83.44977551155003,90.27601458007636,8,72.5
jumpsuits,regular,EUR_36,84.06072413631959,90.87193169230667,8,72.5
jumpsuits,regular,EUR_36,84.62423519876813,87.680008957202,8,72.5
jumpsuits,regular,EUR_36,82.377443336585,88.46580389088605,8,72.5
jumpsuits,regular,EUR_36,84.62983965604407,88.12266912032841,8,72.5
jumpsuits,regular,EUR_36,84.36003434563138,87.82736857035385,8,72.5
jumpsuits,regular,EUR_36,85.72041732268525,89.28474665875666,8,72.5
jumpsuits,regular,EUR_36,85.29796338599061,87.20973474045164,8,72.5
jumpsuits,regular,EUR_36,82.13628929056722,89.1485597301295,8,72.5
jumpsuits,regular,EUR_36,83.80240453329964,87.65296270427054,8,72.5
jumpsuits,regular,EUR_36,83.9506188444981,89.20777678264268,8,72.5
jumpsuits,regular,EUR_36,83.76217806612304,90.38529164639618,8,72.5
jumpsuits,regular,EUR_36,82.26880919307321,87.76770613927806,8,72.5
jumpsuits,regular,EUR_36,83.37685028429722,87.98457185785612,8,72.5
jumpsuits,regular,EUR_36,84.79655002424998,90.56030664505944,8,72.5
jumpsuits,regular,EUR_36,85.95727018062182,89.74676233970263,8,72.5
jumpsuits,regular,EUR_36,83.7900761806139,89.94107798415999,8,72.5
jumpsuits,regular,EUR_36,84.48684462374966,90.86470568162663,8,72.5
jumpsuits,regular,EUR_36,83.86970321103067,89.98529145420996,8,72.5
jumpsuits,regular,EUR_36,82.5571149476046,88.63268440817139,8,72.5
jumpsuits,regular,EUR_36,82.11553610173084,90.13260613499428,8,72.5
jumpsuits,regular,EUR_36,82.76145412829699,89.40933631896206,8,72.5
jumpsuits,regular,EUR_36,83.23264320314654,89.49440293174047,8,72.5
jumpsuits,regular,EUR_36,84.10535383566231,88.99989045558569,8,72.5
jumpsuits,regular,EUR_36,82.0192875978491,88.13960695011959,8,72.5
jumpsuits,regular,EUR_36,84.14686523265019,88.21661970034188,8,72.5
jumpsuits,regular,EUR_36,84.85608287738563,89.12579280489612,8,72.5
jumpsuits,regular,EUR_36,85.71185600634401,89.4575010195459,8,72.5
jumpsuits,regular,EUR_36,85.40240869778327,89.36751687492293,8,72.5
jumpsuits,regular,EUR_36,85.72509108273337,87.3587201471881,8,72.5
jumpsuits,regular,EUR_36,85.61584435449235,88.41660703382283,8,72.5
jumpsuits,regular,EUR_36,85.89442352151505,90.54686058956736,8,72.5
jumpsuits,regular,EUR_36,84.3382460466287,87.01299077819954,8,72.5
jumpsuits,regular,EUR_36,83.49530071737894,88.81803095060273,8,72.5
jumpsuits,regular,EUR_36,82.31481943448357,87.5107599300333,8,72.5
jumpsuits,regular,EUR_36,85.48216365827194,88.45841308292547,8,72.5
jumpsuits,regular,EUR_36,84.15557637242497,87.71955097601443,8,72.5
jumpsuits,regular,EUR_36,85.52795858951538,88.83971526394157,8,72.5
jumpsuits,regular,EUR_36,84.62910640356552,89.12682797908501,8,72.5
jumpsuits,regular,EUR_36,84.04602192102566,90.25844149302856,8,72.5
jumpsuits,regular,EUR_36,84.62911360854115,90.12223865220575,8,72.5
jumpsuits,regular,EUR_36,84.41016921864043,88.26884977244367,8,72.5
jumpsuits,regular,EUR_36,82.81936676408449,90.11645273348638,8,72.5
jumpsuits,regular,EUR_36,82.74236733397117,89.61798546964006,8,72.5
jumpsuits,regular,EUR_36,84.65504678206621,89.7765438523138,8,72.5
jumpsuits,regular,EUR_36,85.14501006325627,90.04871766161901,8,72.5
jumpsuits,regular,EUR_36,85.5073414796118,90.23580289361225,8,72.5
jumpsuits,regular,EUR_36,83.66227538418364,87.8386398574283,8,72.5
jumpsuits,regular,EUR_36,84.03969154456145,90.78507695789152,8,72.5
jumpsuits,regular,EUR_38,89.36163711598121,91.72333676977684,10,73.0
jumpsuits,regular,EUR_38,89.5929611461072,92.74448128361594,10,73.0
jumpsuits,regular,EUR_38,89.886726393233,92.87368880126391,10,73.0
jumpsuits,regular,EUR_38,88.49410033010227,92.06839554891003,10,73.0
jumpsuits,regular,EUR_38,88.23716927621238,93.86347148611591,10,73.0
jumpsuits,regular,EUR_38,89.72756647663132,92.17792378021365,10,73.0
jumpsuits,regular,EUR_38,88.86148962780345,92.80635260991606,10,73.0
jumpsuits,regular,EUR_38,89.29788821301776,91.18046625286489,10,73.0
jumpsuits,regular,EUR_38,86.54765381278287,92.23076483950632,10,73.0
jumpsuits,regular,EUR_38,86.49039064510094,92.86272404715524,10,73.0
jumpsuits,regular,EUR_38,89.18217286283563,93.95938567405852,10,73.0
jumpsuits,regular,EUR_38,87.3354672609173,91.1488159335387,10,73.0
jumpsuits,regular,EUR_38,89.19060584123548,91.80513612154472,10,73.0
jumpsuits,regular,EUR_38,87.04558753240681,94.42549460974406,10,73.0
jumpsuits,regular,EUR_38,86.75461083071586,92.63479210143072,10,73.0
jumpsuits,regular,EUR_38,88.51396277435718,94.29740141549755,10,73.0
jumpsuits,regular,EUR_38,89.53929429905487,91.53376349419752,10,73.0
jumpsuits,regular,EUR_38,89.5112268033216,92.68510808592484,10,73.0
jumpsuits,regular,EUR_38,86.07311900038323,92.71772280534138,10,73.0
jumpsuits,regular,EUR_38,89.72990907603955,92.42861214220952,10,73.0
jumpsuits,regular,EUR_38,87.57690981834399,94.34275163296428,10,73.0
jumpsuits,regular,EUR_38,86.63028669165352,93.83804123964718,10,73.0
jumpsuits,regular,EUR_38,89.66523688969322,91.29900804512224,10,73.0
jumpsuits,regular,EUR_38,86.90457320716274,91.58321944286706,10,73.0
jumpsuits,regular,EUR_38,86.9461433888,91.6104058014223,10,73.0
jumpsuits,regular,EUR_38,86.0685380723339,91.94763664078269,10,73.0
jumpsuits,regular,EUR_38,88.75376909016124,93.4948741405049,10,73.0
jumpsuits,regular,EUR_38,86.76067344921516,94.31012498573553,10,73.0
jumpsuits,regular,EUR_38,88.13310637785003,93.16978052892175,10,73.0
jumpsuits,regular,EUR_38,87.47686335378515,91.03356600530566,10,73.0
jumpsuits,regular,EUR_38,89.40955780999367,92.43876102794479,10,73.0
jumpsuits,regular,EUR_38,88.87369109600264,93.62602354141572,10,73.0
jumpsuits,regular,EUR_38,89.91987603393777,92.4270982427888,10,73.0
jumpsuits,regular,EUR_38,89.48392584038444,92.81757571353249,10,73.0
jumpsuits,regular,EUR_38,87.95761332304683,93.42611723208883,10,73.0
jumpsuits,regular,EUR_38,86.81777986968997,91.60228723029863,10,73.0
jumpsuits,regular,EUR_38,89.17454678936835,92.66538142033895,10,73.0
jumpsuits,regular,EUR_38,88.56850233905206,93.16471447120162,10,73.0
jumpsuits,regular,EUR_38,88.45162493180464,93.56299743863525,10,73.0
jumpsuits,regular,EUR_38,87.2584978021749,91.45023855050844,10,73.0
jumpsuits,regular,EUR_38,86.3053405327899,92.91973851137193,10,73.0
jumpsuits,regular,EUR_38,89.48360951549093,91.16326704038926,10,73.0
jumpsuits,regular,EUR_38,87.51143753293474,91.34025927421365,10,73.0
jumpsuits,regular,EUR_38,86.36043460527938,92.20652787652119,10,73.0
jumpsuits,regular,EUR_38,87.75945089617237,94.46012527355352,10,73.0
jumpsuits,regular,EUR_38,86.95422319708132,92.64383083721575,10,73.0
jumpsuits,regular,EUR_38,89.39900372366805,93.24016613515883,10,73.0
jumpsuits,regular,EUR_38,87.75433473179496,91.14858318009685,10,73.0
jumpsuits,regular,EUR_38,86.97593088681029,91.10379250676924,10,73.0
jumpsuits,regular,EUR_38,87.14178353657117,94.4946403499252,10,73.0
jumpsuits,regular,EUR_38,87.97000003859496,91.02776378125144,10,73.0
jumpsuits,regular,EUR_38,88.49877137421365,92.1875767336682,10,73.0
jumpsuits,regular,EUR_38,87.10809560180563,91.43539969105854,10,73.0
jumpsuits,regular,EUR_38,89.06965003893242,92.83101442334748,10,73.0
jumpsuits,regular,EUR_38,87.11044642649742,92.24421444209192,10,73.0
jumpsuits,regular,EUR_38,89.53297593689331,91.69049223712851,10,73.0
jumpsuits,regular,EUR_38,87.15960685734679,92.11042883388605,10,73.0
jumpsuits,regular,EUR_38,87.40878427705712,92.6034436672443,10,73.0
jumpsuits,regular,EUR_38,87.02232234826987,91.23383390847829,10,73.0
jumpsuits,regular,EUR_38,88.51681092371986,92.51921637310524,10,73.0
jumpsuits,regular,EUR_38,86.88835912458318,92.75554592686339,10,73.0
jumpsuits,regular,EUR_38,89.9269954146182,93.96506615404085,10,73.0
jumpsuits,regular,EUR_38,86.70418011310947,93.7935298923519,10,73.0
jumpsuits,regular,EUR_38,88.50466993224553,93.72822981442319,10,73.0
jumpsuits,regular,EUR_38,87.22520603846984,92.27276224692578,10,73.0
jumpsuits,regular,EUR_38,89.22872325066213,92.71957211468505,10,73.0
jumpsuits,regular,EUR_38,87.3021179372892,92.98876225941217,10,73.0
