category,style,size,chest_cm,waist_cm,low_hip_cm
tops,regular,XXS,77.48076821331253,63.05283989494788,81.62780545053849
tops,regular,XXS,75.50997766789274,63.639254211532425,79.32984595518002
tops,regular,XXS,75.44791125774944,63.3343147306781,79.21152452013663
tops,regular,XXS,77.70567066282219,62.84367469704734,82.98049351363528
tops,regular,XXS,75.62628266286447,62.31329477855516,82.12231807133226
tops,regular,XXS,74.22510546047656,63.25153170468137,80.84883572868158
tops,regular,XXS,75.26877146538104,63.44801558297731,80.76171769336715
tops,regular,XXS,75.46778950761446,63.6134959093396,81.19506377569937
tops,regular,XXS,76.04285746087793,63.93582580560901,81.2164861970425
tops,regular,XXS,74.68566975843667,63.77580409250482,81.25407296179199
tops,regular,XXS,74.29393059874683,63.14995755324164,79.26910013923393
tops,regular,XXS,74.08016981385751,63.81378261342867,79.60341184914849
tops,regular,XXS,75.36752842248364,63.143509944418035,82.41216230855488
tops,regular,XXS,74.25794130975433,63.29252836097684,81.75941276170434
tops,regular,XXS,77.76840246728031,63.23150339194854,82.89548451211834
tops,regular,XXS,75.31532819788704,62.00388022347592,82.01150605124806
tops,regular,XXS,75.37545548382883,63.00977011104952,81.98087287517914
tops,regular,XXS,77.45445893889377,62.30398064039575,80.39259944340566
tops,regular,XXS,76.1617255329423,62.56282134383347,81.07898006808522
tops,regular,XXS,77.3459643511789,62.286681069017845,79.9514884697887
tops,regular,XXS,76.7028633459373,63.89505508329772,82.30285666092136
tops,regular,XXS,74.12828223702519,62.83126965896409,79.96155873330571
tops,regular,XXS,76.5609874775388,63.720268726782884,82.23604040959619
tops,regular,XXS,77.07449261954875,63.47035783912944,81.53393988620002
tops,regular,XXS,77.5666486014959,63.49365086029594,81.39731552401926
tops,regular,XXS,75.22848830421692,63.08490751724073,81.78292150212594
tops,regular,XXS,75.4227078580513,63.52669638923644,81.79598217971203
tops,regular,XXS,74.15744601112594,63.692185721933775,79.21551806438865
tops,regular,XXS,74.84311430228195,62.903700353177896,82.48676127849656
tops,regular,XXS,75.60534771719648,62.53129398617827,81.83653204347289
tops,regular,XXS,74.71682009866291,62.88485789861964,80.86806026591238
tops,regular,XXS,74.01385205689417,62.97741487245742,80.36488996329831
tops,regular,XXS,74.28062040070891,63.95249101211352,82.97744249230156
tops,regular,XXS,77.43941642512206,62.1145426598997,79.13710461585097
tops,regular,XXS,75.54058517340314,62.29313197365522,81.91260914139679
tops,regular,XXS,74.01682205132346,63.6221827624686,81.11430783700199
tops,regular,XXS,75.91456572070945,63.365382515655924,81.35809546932886
tops,regular,XXS,74.52104742695013,63.06960460421279,80.20645926666761
tops,regular,XXS,76.69541578229358,63.569622448667374,82.66172802849479
tops,regular,XXS,75.51512624931073,62.35455694689972,82.7939730688079
tops,regular,XXS,77.33192988882347,62.54424041743302,80.79555782967097
tops,regular,XXS,75.53539611718358,62.94324259784035,82.23273068400027
tops,regular,XXS,77.46664707790916,63.45374509449098,81.3676016575119
tops,regular,XXS,74.47045642684559,62.014584446269104,82.26795453691098
tops,regular,XXS,74.84708688698078,62.6367876236341,79.68119714048478
tops,regular,XXS,77.97180076008483,63.29813111638697,82.49479189561357
tops,regular,XXS,76.04688564359955,62.76732766151956,80.04388283216561
tops,regular,XXS,75.58876696685603,62.49008387400887,82.96241090986001
tops,regular,XXS,75.61441748380075,63.75882612738789,81.81513248809327
tops,regular,XXS,75.27782158122021,63.55187354016753,80.34765197859282
tops,regular,XXS,77.87683816671483,63.48985237788864,80.76396366778822
tops,regular,XXS,77.85030633555179,62.41272685575717,81.80885885106585
tops,regular,XXS,77.51391695146873,63.502660445900254,80.7090068351344
tops,regular,XS,79.58892670036886,64.88414367792589,83.0846770927231
tops,regular,XS,79.9766304625145,65.33917154525705,84.08625252383936
tops,regular,XS,80.66613230446742,65.38556349645266,85.17117627620966
tops,regular,XS,80.89386142559471,64.29298893284522,86.94601460518602
tops,regular,XS,81.28357124073983,64.25004473066622,84.81199347799925
tops,regular,XS,79.56717128496867,65.49916708627559,85.67869713733933
tops,regular,XS,80.48517206918648,65.91568750817719,85.05560380924734
tops,regular,XS,79.39567268636291,65.57855607108674,84.21943999049077
tops,regular,XS,80.38505943116516,64.03805514074355,85.50362280491807
tops,regular,XS,79.84201250153352,64.62882915546173,84.70512014271135
tops,regular,XS,80.78830289890335,64.40608167404866,86.95241072649667
tops,regular,XS,80.04802228599839,65.1267252058992,86.62498294211308
tops,regular,XS,80.612847793105,65.63624950730458,83.43076297660451
tops,regular,XS,81.2354742121364,64.39267360630936,83.49824158024045
tops,regular,XS,81.09048298920234,65.75643646263484,84.3370222422275
tops,regular,XS,78.22940996992459,65.25362944576817,83.70541898996105
tops,regular,XS,81.3349550408051,65.51907003025866,83.84798102981689
tops,regular,XS,79.49353803220055,65.88889516207294,83.00064286092174
tops,regular,XS,81.37182595736547,64.12987946334594,84.77491470726916
tops,regular,XS,79.59007263239204,65.84394326158481,83.485207314622
tops,regular,XS,79.39248207702376,64.71495838259784,85.26121280151872
tops,regular,XS,81.92757176649569,64.88014807501584,86.33235161169554
tops,regular,XS,81.42925627309216,64.20374261699268,83.08391410963078
tops,regular,XS,78.79679913308746,64.60639170654322,85.47069712112481
tops,regular,XS,78.66211446690777,64.00446839306412,85.21325034645999
tops,regular,XS,78.61786734817609,64.54010101985746,85.48749291934324
tops,regular,XS,81.50898914262987,64.38398072639598,85.45726533982027
tops,regular,XS,79.94287156143466,65.33722169016883,86.78142262821252
tops,regular,XS,79.78752778711714,65.28677814208089,84.16277034695297
tops,regular,XS,79.3535747400032,64.43546026747214,84.31399914043135
tops,regular,XS,79.12138239080302,64.88394749157253,83.79629677383059
tops,regular,XS,80.8633953430918,64.79937318098322,86.16303737778819
tops,regular,XS,78.97203664098467,65.02451998244227,85.78953653275298
tops,regular,XS,79.05809318639656,64.99261460937657,84.81025698736093
tops,regular,XS,80.98570527786558,65.01819534768808,85.56835722683135
tops,regular,XS,81.16374344837587,65.66835214549991,85.00827055863479
tops,regular,XS,80.96390239511386,64.17345286911254,84.84836950351318
tops,regular,XS,81.5458120213893,65.0217898454734,83.25448023803058
tops,regular,XS,81.18891843648228,65.16627845644162,83.26264926436667
tops,regular,XS,78.86421614824509,65.12370117898145,85.16804564419856
tops,regular,XS,80.07146708627754,64.85205796446216,84.66201369614801
tops,regular,XS,80.07349804384671,64.56259576459152,85.61253152154826
tops,regular,XS,81.30930152313175,65.31856173826056,86.78061350273904
tops,regular,XS,79.21742747823883,64.09819351672971,86.55636505720956
tops,regular,XS,81.84911440589929,64.5723389242995,85.98929513033947
tops,regular,XS,78.15814557143166,64.11233499746253,85.89797688557249
tops,regular,XS,80.12294992912439,64.3374623486252,84.05356592768875
tops,regular,XS,81.91384386895882,65.88536652139162,85.31968524565625
tops,regular,XS,78.06038660112732,65.33556103950598,84.13654302394414
tops,regular,XS,81.67152283697601,65.28311629018923,83.59879062125526
tops,regular,XS,78.9135914492695,65.18048239312961,86.4743065218222
tops,regular,XS,81.68321817284992,65.29359839375975,83.52745743866096
tops,regular,XS,78.46374066833572,65.4352650958635,83.72329505097315
tops,regular,XS,79.1452850799605,64.89415380927761,86.14361593730442
tops,regular,XS,80.22255449870124,64.61631048242822,85.31738504937763
tops,regular,XS,80.86064653641101,65.89404267045174,84.0867003749049
tops,regular,XS,81.03170938248513,64.58926069676525,84.16611892664449
tops,regular,XS,79.61529969372457,64.71526248858996,84.27024068996165
tops,regular,XS,81.81911416536417,64.15711806430306,83.8348705625133
tops,regular,XS,79.61396199935878,65.98629854481983,84.14698704845239
tops,regular,XS,80.5363724780565,64.10708420778687,83.51242255101832
tops,regular,XS,78.47292924769724,65.14161847241766,86.01305489198205
tops,regular,XS,78.2981220376989,64.78615971493285,85.64856500415465
tops,regular,XS,81.13283494851618,65.58993659477918,85.09859620213395
tops,regular,XS,81.28673672616596,64.78743666182794,83.19361413282165
tops,regular,XS,81.97793022369957,64.93409271642965,85.59747082551706
tops,regular,XS,78.90464577792638,65.94473543913145,84.47732424961401
tops,regular,XS,78.27931786044111,64.95883973664856,83.94917446165181
tops,regular,XS,78.94872620304965,64.3283944652906,83.52776973749366
tops,regular,XS,79.13790236090928,65.01447929793176,83.23001581795927
tops,regular,XS,80.8368690969438,65.9992519201862,85.98920745389448
tops,regular,XS,79.19452263647472,64.90147496321714,85.72464445942215
tops,regular,XS,80.90584786449249,64.83689810859002,85.82451967302575
tops,regular,XS,78.47139516976,65.4720656074404,86.528872556233
tops,regular,XS,78.401087029137,64.75318178942297,85.20342701895808
tops,regular,XS,78.64245036352857,65.47183383955061,83.76418706541402
tops,regular,XS,81.73601449587441,65.43302118336875,83.24054206705533
tops,regular,XS,78.85456698438432,64.5544865348507,83.00848914953947
tops,regular,XS,80.10924043276738,65.09426901858383,83.98051728416596
tops,regular,XS,79.34708281297623,64.2044535314732,86.26693130045
tops,regular,XS,79.70939266042852,65.87056018431737,85.87919053576624
tops,regular,XS,78.79162395852929,64.51913625401266,84.11935892670537
tops,regular,XS,81.74447497864051,64.42048975250754,84.82612013001201
tops,regular,XS,79.09497640593135,65.7457577632158,86.2923207176466
tops,regular,XS,79.57379332937478,65.75706154091593,83.25395870998432
tops,regular,XS,78.16699715428133,64.0313185177401,85.21464065237359
tops,regular,XS,79.53618443267574,65.77068254128531,83.24062547279516
tops,regular,XS,81.80297977208215,65.02862273962154,84.9099697180401
tops,regular,XS,79.3358539683262,64.39378013542665,83.76332316011377
tops,regular,XS,79.82556608919845,65.99323770470161,85.27923896486605
tops,regular,XS,78.70004053484962,65.7211480159998,85.57466378337007
tops,regular,XS,79.18840366507425,64.12398924245862,83.57130907143221
tops,regular,XS,80.02796646718757,65.606250297762,84.92250231667735
tops,regular,XS,81.8384283636944,65.3513581373897,86.43309142185974
tops,regular,XS,80.11918705141674,64.81363963967182,85.78432401953094
tops,regular,XS,81.36095587661686,64.02899309066396,83.6571580147424
tops,regular,XS,80.33100219575249,65.14936747362674,85.9170892762854
tops,regular,XS,80.58564664577207,64.94408541269928,84.1532172770587
tops,regular,XS,78.28549670078607,65.69042949764773,85.16739964223461
tops,regular,XS,80.35171113222444,65.84086196764738,86.40502371769506
tops,regular,S,85.48929316855505,71.65441717258254,94.20430431980034
tops,regular,S,86.17252182525398,72.21326203174696,88.3944348760929
tops,regular,S,87.99731854931906,72.46711179523923,93.81921048508775
tops,regular,S,82.83102029249523,66.34545074975146,89.51567457848185
tops,regular,S,82.4219145683698,71.2053200749753,90.14698965381615
tops,regular,S,89.54255362283939,69.15813048084294,87.92012890931157
tops,regular,S,89.89683011498461,69.81964285736318,91.51646881248583
tops,regular,S,83.54079067740662,69.24798398637887,91.16980479230783
tops,regular,S,87.07427827705683,73.04103895387377,90.08328170752742
tops,regular,S,87.57973112786125,69.30765044035117,89.12227445119744
tops,regular,S,89.02335375193259,67.39688649881487,93.26995005793661
tops,regular,S,87.36937194146029,73.1354854782246,88.85901253705546
tops,regular,S,87.96243451546718,66.39295289276339,94.44052965080886
tops,regular,S,89.18740353813418,72.05821775495612,89.7109028076777
tops,regular,S,82.33401003473965,73.14827641932798,91.5949043697708
tops,regular,S,86.55763911765084,71.69978196011466,93.4530809445624
tops,regular,S,87.1830435516169,68.31933230812339,87.02127927703458
tops,regular,S,89.36650321828083,72.19016206100302,88.82945697208551
tops,regular,S,89.86673429684608,69.52330464640856,89.54286471972733
tops,regular,S,89.36603380985999,73.79237431090584,92.20973563764144
tops,regular,S,85.42164382844803,67.00391965349358,93.27164731782786
tops,regular,S,86.86996084674126,72.24055201131094,91.69888331749698
tops,regular,S,83.10209865464374,71.76507373688418,91.71651871376369
tops,regular,S,88.86533788932604,71.80926582204484,93.23119905066469
tops,regular,S,85.4770565928593,67.49332159826236,94.47908338304781
tops,regular,S,88.03071431699357,67.07127833254242,93.06296517828731
tops,regular,S,86.46800013004255,69.35160460653083,87.34732489024536
tops,regular,S,89.95227358987471,70.14307733468834,88.94055296376112
tops,regular,S,82.97980333100374,68.04702445027472,89.96327651089291
tops,regular,S,89.73133967173278,69.01077768174879,93.24107712895261
tops,regular,S,87.94571275979862,66.37240174237112,90.54534447604183
tops,regular,S,89.9927260027638,69.32049653729158,88.97773586699697
tops,regular,S,84.65139279189697,73.46098939112426,88.02580824431655
tops,regular,S,83.06596242009587,73.69255139968507,93.47704252096972
tops,regular,S,87.1330720507331,68.42789950423183,90.50806754839306
tops,regular,S,87.58912242449979,69.13422126769068,92.79748642079986
tops,regular,S,89.86888548003361,66.3400606440469,90.03953418243205
tops,regular,S,87.2727149013505,73.57116529560352,87.72556793469101
tops,regular,S,84.91451582142818,69.10316897000119,93.77322259482935
tops,regular,S,83.80767226661246,70.93872121246945,92.3608664679542
tops,regular,S,83.70061221845889,72.35944149211859,92.96769100299844
tops,regular,S,82.03592252276835,73.66236532298792,93.92962965583685
tops,regular,S,87.75125252712988,73.78951614173516,94.05325508508014
tops,regular,S,85.9799693242044,69.39283893478589,90.95317527743336
tops,regular,S,89.6276162945805,72.11729301621595,90.37304130704659
tops,regular,S,86.64664886960645,71.75562399751254,89.84351257883145
tops,regular,S,88.16330309962427,70.62344726847289,93.88415629773898
tops,regular,S,85.15126724028822,70.06612929315571,89.5285401643829
tops,regular,S,86.65173887506441,68.58531677845338,90.65018005443576
tops,regular,S,86.21767868579511,66.27107907724184,89.35054126693522
tops,regular,S,84.33339158429236,73.1363642307702,87.66546429984864
tops,regular,S,89.79204655498873,66.94448024355978,88.26942812319173
tops,regular,S,84.93047599662418,71.31389322599065,93.71714189362596
tops,regular,S,89.63784475009888,66.74167286068472,88.94384410644278
tops,regular,S,89.7901817136628,72.60984937498142,89.81981976037612
tops,regular,S,82.70014356685185,73.71392288750725,88.4710396038147
tops,regular,S,85.50541189195921,70.52590029107154,89.72370240927224
tops,regular,S,84.16832094099993,71.52501548039625,93.32926405035563
tops,regular,S,82.37407573719432,68.97643101152805,89.60374821816542
tops,regular,S,87.77450167256714,72.49176673182895,92.79361765733167
tops,regular,S,82.29283409874607,72.9438514593329,93.11470758835047
tops,regular,S,87.26169088424122,70.63761079110154,88.55899751967
tops,regular,S,82.59629892410427,69.57356506105168,91.79634300714284
tops,regular,S,86.87398200164372,66.55428511515315,92.13869710044177
tops,regular,S,88.01348215411495,72.68176573405653,91.32165019877144
tops,regular,S,89.35671280951212,69.25427592791237,93.9583246983459
tops,regular,S,88.46678702742093,71.93024385421816,88.88361698468609
tops,regular,S,88.05182528041485,67.24104337375631,89.58781020702554
tops,regular,S,83.41829465142169,66.97982517686106,91.89061917021635
tops,regular,S,83.70649380371597,71.69614031347257,93.64575590220312
tops,regular,S,83.83549667813497,72.07729508534145,87.43703449111224
tops,regular,S,87.49894249458869,69.34814087821859,90.95964291814143
tops,regular,S,86.16527084998654,67.0039461367303,91.38978749511199
tops,regular,S,88.05762796374326,73.48561409220207,90.88114165375575
tops,regular,S,85.92646529324328,73.71782182907779,91.60001398550284
tops,regular,S,86.46415262631257,72.52797990683703,87.99631869211468
tops,regular,S,84.857756139537,67.53897685574395,91.01357899900647
tops,regular,S,88.37540706882794,66.91877439835137,89.1889722060218
tops,regular,S,89.09291017759595,69.05620713261857,92.07226252447133
tops,regular,S,84.4368652963588,71.05314674818577,91.84110422295885
tops,regular,S,86.28147657585093,67.48568886299225,87.84263483089862
tops,regular,S,84.73276287258413,66.81373181454592,90.21122549935018
tops,regular,S,89.70300985993964,67.22847562929441,94.43376052567088
tops,regular,S,83.86667553946715,71.67881848122731,88.8834558927396
tops,regular,S,83.12520346704204,67.8534765789801,87.60930317056587
tops,regular,S,84.27412771705316,73.4836461201705,88.61340230542486
tops,regular,S,84.45118646206679,70.29351706994086,88.67579092217755
tops,regular,S,85.4993935256458,69.4612344916982,89.03273879623406
tops,regular,S,82.35267126793912,70.76342556128793,89.31688634243484
tops,regular,S,85.32264896237996,71.39875067174152,89.72926008385863
tops,regular,S,83.74671565011964,71.61232648417345,87.53785617622538
tops,regular,S,89.43558935556476,68.20206101077117,91.53647797189362
tops,regular,S,86.6425229670593,70.86750504058261,91.84309399869922
tops,regular,S,89.16354088695833,71.13951378507865,93.86862007217532
tops,regular,S,87.28061859626251,69.40018101289947,90.5355888939003
tops,regular,S,84.50070083000804,68.08544418187323,89.38534655063923
tops,regular,S,85.28715580628041,69.90567670792092,89.79206867015141
tops,regular,S,87.6991649050205,70.08450491690904,90.93451032766963
tops,regular,S,82.49433727421821,71.14605100445768,90.55563593059748
tops,regular,S,85.9850759829687,70.6198131282107,88.45957849843445
tops,regular,M,94.98013313862052,76.24800093180949,99.88756484816102
tops,regular,M,92.15414564834943,80.69148402352386,95.46833594754949
tops,regular,M,90.21674680070588,78.17011766945026,97.29287540770032
tops,regular,M,95.88125114253299,77.73667258768077,100.10568459685992
tops,regular,M,91.5167712673292,79.49690872052103,97.09013298799077
tops,regular,M,94.67681979358699,80.02124590174576,96.03468110342072
tops,regular,M,92.73286929836249,80.6426015629875,97.78420219056045
tops,regular,M,91.91665718426908,80.41743010939211,98.08518124285979
tops,regular,M,91.73395337060519,82.45214917575261,94.79408215056571
tops,regular,M,96.07556917718662,80.15860595908711,99.68461670210222
tops,regular,M,95.5465351206746,82.06309124514337,94.66592247636244
tops,regular,M,95.6857336462606,75.72633034656288,96.43246975195197
tops,regular,M,96.22889104757452,76.95547684751236,97.06380015803478
tops,regular,M,90.11590266100583,74.40497358278323,94.52493569850289
tops,regular,M,94.14571516658819,81.94736070816266,100.30067282239023
tops,regular,M,97.10856240930346,80.46790307130664,99.02259575185106
tops,regular,M,91.63757553556155,76.35728508778149,100.34587190701458
tops,regular,M,95.83022531813458,77.69951827039652,97.2139855694871
tops,regular,M,95.82482367610046,76.93012792082473,98.83325830897493
tops,regular,M,97.54153868557985,78.69491543969862,97.25219047539463
tops,regular,M,91.02368943463242,80.59033535091083,94.5418161874568
tops,regular,M,92.97994144986457,78.61983887650956,99.31952156633844
tops,regular,M,97.97920745582891,79.55945598277671,95.8591885971574
tops,regular,M,96.66819481186845,81.70931089689489,99.27846920253158
tops,regular,M,93.33011384716254,75.74203262508529,95.35747775387662
tops,regular,M,94.48646466090527,74.0503080260619,99.19256853516364
tops,regular,M,97.95841818564871,78.77707459883219,96.94042170543547
tops,regular,M,94.3506308652514,79.65637709713587,100.24756687409516
tops,regular,M,90.15746235945285,74.31688808437679,95.6754684583535
tops,regular,M,97.56885132443017,79.94823133652862,98.67013463816903
tops,regular,M,92.37873059958868,78.73682926383289,95.41107400476545
tops,regular,M,95.52484051097143,79.34250646319268,95.97620787639319
tops,regular,M,92.93785017486786,74.98175920318627,95.65367499376005
tops,regular,M,93.23313803078824,77.41727639929191,98.46110816134555
tops,regular,M,93.68329246703614,80.69981215396204,96.60237502645006
tops,regular,M,96.69597218881955,76.47397975075054,99.7244627871046
tops,regular,M,92.01318116819533,75.52713301449307,97.94750162859334
tops,regular,M,93.46201801949978,78.57850664664872,96.08826256601236
tops,regular,M,90.3474708768016,81.71705512820222,94.75767287692963
tops,regular,M,96.32696395315273,81.04768436377388,94.63731382641087
tops,regular,M,96.64898159501482,76.34925151806645,98.02258459817561
tops,regular,M,92.10386860153872,79.49594591900893,96.57640277619618
tops,regular,M,91.2372536986874,78.05121633849866,99.02382961420915
tops,regular,M,91.74917038324885,77.199549139521,97.0979270918206
tops,regular,M,92.59411258420448,79.08143808216266,95.35482191845593
tops,regular,M,94.20333220749345,76.14352295265597,95.78578497501638
tops,regular,M,90.58536802339574,74.36324170488412,100.22225087657735
tops,regular,M,94.5848218383357,80.2029097665024,99.54822017053023
tops,regular,M,91.81020367102346,74.93169348516402,97.01938485670799
tops,regular,M,93.18865880512134,75.84849125331293,98.69055491063219
tops,regular,M,94.20077440609445,80.48981034473753,99.39402897264871
tops,regular,M,97.54131873476342,76.48913463942597,96.04619193338394
tops,regular,M,94.2368793637746,77.32392475407097,98.68913424853551
tops,regular,M,92.59260907197293,81.1245130928342,100.48202452190807
tops,regular,M,97.50633314181218,77.40393885084842,96.1115503022714
tops,regular,M,93.61176880406511,80.02385020213927,97.41001316485631
tops,regular,M,91.04777175863869,79.07869308919354,96.53212614547584
tops,regular,M,90.06516310461731,74.37341633768935,97.25651060817775
tops,regular,M,95.40301963345904,82.07074498532464,99.25187176346037
tops,regular,M,92.37026571151664,77.37429408749746,95.12146185884916
tops,regular,M,95.27751325691743,74.4014969270303,95.51326854448841
tops,regular,M,97.6394781291828,82.33519492654696,95.63550124768567
tops,regular,M,97.59530344674411,80.11087791452904,99.3775859048392
tops,regular,M,96.68434302071137,80.8081227550266,100.30134487762905
tops,regular,M,93.13870286591725,79.46579145980196,100.1556912660023
tops,regular,M,90.87712607482145,82.24708354939456,97.71109690980877
tops,regular,M,91.8726141083761,79.97383759685843,98.87522218755876
tops,regular,M,95.24237730550522,78.5762819629527,98.97534680523681
tops,regular,M,93.36506906518768,77.94305405660823,98.36515386409238
tops,regular,M,93.30967930359779,80.83272904294863,95.06662095999252
tops,regular,M,93.88318755455421,81.73805356550454,99.61837011862445
tops,regular,M,93.28211063805352,81.924384370156,95.90608832865512
tops,regular,M,90.67762139984981,74.67101063241161,96.76876308750316
tops,regular,M,96.6471149421902,79.56293144675595,97.55607985902975
tops,regular,M,93.99964367953663,77.79521631832155,97.14321699008407
tops,regular,M,96.93134974597231,79.33431161943695,96.94866574144012
tops,regular,M,91.13799520262259,77.09169491854625,100.32972476584047
tops,regular,M,93.74499978460655,74.87722149824627,99.2222538380171
tops,regular,M,97.40097157642154,80.80151714627144,94.97114646567675
tops,regular,M,94.55880069388206,82.02019060367152,95.43989420131425
tops,regular,M,97.11839444558827,82.43740458096131,99.29483743912893
tops,regular,M,91.92904606574908,77.40209041754626,100.010813374764
tops,regular,M,94.1433752777868,82.49933545665552,100.13856660600803
tops,regular,M,96.13693679676409,80.82124821582049,96.55256703468483
tops,regular,M,97.13284361376796,79.4377114274964,95.60447259316545
tops,regular,M,95.02024074722777,75.15822084161067,99.91132732136455
tops,regular,M,94.00393037933188,77.6856730799948,96.16104369426938
tops,regular,M,93.79928732435837,79.16426838870822,98.73949508318026
tops,regular,M,94.70612752622618,78.58764037405258,94.78026013149616
tops,regular,M,91.99721642541435,76.97760608323085,95.05600895179525
tops,regular,M,97.38249408029542,78.84418660235312,97.1336885750881
tops,regular,M,94.90460177022914,82.24643462672819,100.48608051524663
tops,regular,M,97.16628461591242,78.92689131167802,100.35749446972596
tops,regular,M,94.95464438775137,82.11235477411273,94.59332991626414
tops,regular,M,90.04066688805551,74.17766901412483,95.6587918905348
tops,regular,M,93.22129332725396,76.13735712848492,98.36537643353086
tops,regular,M,95.04008381724748,77.38482112598875,97.30169862687441
tops,regular,M,96.17937134873368,81.19455417507662,99.14437150701657
tops,regular,M,93.41809051370329,80.70812557678644,96.01195898592871
tops,regular,M,97.55555871058424,80.86300811100129,97.04279040409993
tops,regular,L,100.39866570980418,82.81660033358725,105.07214057020164
tops,regular,L,100.94457669766834,87.12583491647639,106.3843052194553
tops,regular,L,106.26057027811518,90.24614074018768,101.69862365772768
tops,regular,L,106.84999317012762,89.39563329158466,102.44591138628796
tops,regular,L,106.95956288406835,86.99201711030574,106.50359038834603
tops,regular,L,103.66399965199221,86.46569292423045,103.42899119245398
tops,regular,L,104.64065139214883,88.50569773633667,105.55740706333621
tops,regular,L,106.52060845500081,92.35657352061429,105.88195409520473
tops,regular,L,105.3286979371045,90.60726840249592,102.17737900826593
tops,regular,L,106.51984057821414,88.29893058706571,106.34485281231115
tops,regular,L,99.40152892845639,84.45439795802477,106.77825050931075
tops,regular,L,101.8980318769613,92.7753465687929,103.41932072117325
tops,regular,L,103.74513382634755,82.92218284623506,106.15108897157478
tops,regular,L,105.42977809262031,92.16157613991422,101.16081176015899
tops,regular,L,105.23584269603207,83.2893676107568,104.31552286520062
tops,regular,L,106.7252197580876,89.36596387278065,107.24734493458277
tops,regular,L,106.50381188397742,88.68181829286421,104.43822714846802
tops,regular,L,102.7515027965924,91.46860634007093,103.41243542885994
tops,regular,L,101.35673912016536,85.32025826669691,105.73359130473605
tops,regular,L,104.57088626586007,84.7820813049457,102.43398241441771
tops,regular,L,98.33172213249863,90.78446663474148,104.56371345615644
tops,regular,L,100.98124852991086,89.63213047242488,103.84782091326629
tops,regular,L,101.09793209285746,85.6809310310654,104.89268125789438
tops,regular,L,106.17573030607201,86.71180499959,106.97757732961948
tops,regular,L,102.05377611720554,83.99456913854654,105.55060814435429
tops,regular,L,100.44264318119511,87.97953213648697,103.49178662228098
