category,style,size,chest_cm,low_hip_cm,UK
corsets_bustiers_bandeau,regular,EUR_34,80.54584323557565,84.8073897729043,6
corsets_bustiers_bandeau,regular,EUR_34,78.34019620820312,84.1395479248413,6
corsets_bustiers_bandeau,regular,EUR_34,80.54079534804858,83.83629704187022,6
corsets_bustiers_bandeau,regular,EUR_34,80.10555991822456,83.1968056533556,6
corsets_bustiers_bandeau,regular,EUR_34,80.11461964355959,86.95534740158774,6
corsets_bustiers_bandeau,regular,EUR_34,78.19733307565116,84.47575852829968,6
corsets_bustiers_bandeau,regular,EUR_34,80.29089067941855,84.94955139235063,6
corsets_bustiers_bandeau,regular,EUR_34,80.05558476818433,84.20117988050389,6
corsets_bustiers_bandeau,regular,EUR_34,80.11000620523957,83.36097119013438,6
corsets_bustiers_bandeau,regular,EUR_34,81.36385612461049,84.00046602947401,6
corsets_bustiers_bandeau,regular,EUR_34,79.67656824167777,84.94896885969044,6
corsets_bustiers_bandeau,regular,EUR_34,79.56915404340602,83.2852431465169,6
corsets_bustiers_bandeau,regular,EUR_34,79.7494302632727,85.14159326686627,6
corsets_bustiers_bandeau,regular,EUR_34,80.91943768569868,83.4410472261275,6
corsets_bustiers_bandeau,regular,EUR_34,78.5842992670458,86.31929608782785,6
corsets_bustiers_bandeau,regular,EUR_34,81.20213998802586,85.64998472859524,6
corsets_bustiers_bandeau,regular,EUR_34,79.56165389898177,85.48740347718191,6
corsets_bustiers_bandeau,regular,EUR_34,80.99026413970631,86.2148803383306,6
corsets_bustiers_bandeau,regular,EUR_34,79.48130992001083,86.69089696802168,6
corsets_bustiers_bandeau,regular,EUR_34,78.17702788112149,85.7217367292122,6
corsets_bustiers_bandeau,regular,EUR_34,81.26131837472357,83.4097025373667,6
corsets_bustiers_bandeau,regular,EUR_34,80.59261054976307,86.67671330699281,6
corsets_bustiers_bandeau,regular,EUR_34,78.39085682402975,83.53735947658384,6
corsets_bustiers_bandeau,regular,EUR_34,80.6585177158866,85.37971448448744,6
corsets_bustiers_bandeau,regular,EUR_34,81.08881313698468,83.73683505175734,6
corsets_bustiers_bandeau,regular,EUR_34,80.94632332504801,86.38631368856204,6
corsets_bustiers_bandeau,regular,EUR_34,78.20593560760267,83.21730362600783,6
corsets_bustiers_bandeau,regular,EUR_34,79.12754623170585,86.44845996857434,6
corsets_bustiers_bandeau,regular,EUR_34,78.6285045715459,86.69171911679692,6
corsets_bustiers_bandeau,regular,EUR_34,80.02260117999865,84.60322404962031,6
corsets_bustiers_bandeau,regular,EUR_34,79.75886661462847,85.24776369856328,6
corsets_bustiers_bandeau,regular,EUR_34,80.69238857603005,86.59900439521853,6
corsets_bustiers_bandeau,regular,EUR_34,78.56067495884315,86.26065029590373,6
corsets_bustiers_bandeau,regular,EUR_34,80.61893107720537,86.7069555050189,6
corsets_bustiers_bandeau,regular,EUR_34,78.94993325964487,85.77793128389122,6
corsets_bustiers_bandeau,regular,EUR_34,78.73355675600165,83.09651092775034,6
corsets_bustiers_bandeau,regular,EUR_34,79.73003206452353,85.38185957119659,6
corsets_bustiers_bandeau,regular,EUR_34,79.10416135963536,86.53927335769119,6
corsets_bustiers_bandeau,regular,EUR_34,80.67713775340685,84.7498893941149,6
corsets_bustiers_bandeau,regular,EUR_34,79.48415815662904,84.77108422922697,6
corsets_bustiers_bandeau,regular,EUR_34,78.43039403964592,85.9330504746968,6
corsets_bustiers_bandeau,regular,EUR_34,78.74684193272779,83.85051290172085,6
corsets_bustiers_bandeau,regular,EUR_34,80.52542284672984,83.99142723692415,6
corsets_bustiers_bandeau,regular,EUR_34,80.56923680202759,86.48588122613327,6
corsets_bustiers_bandeau,regular,EUR_34,79.39568409843665,85.21030690643249,6
corsets_bustiers_bandeau,regular,EUR_34,80.08571433092814,84.76831155221467,6
corsets_bustiers_bandeau,regular,EUR_34,81.60989091634926,86.66537006518472,6
corsets_bustiers_bandeau,regular,EUR_34,81.86285279079348,83.5810894360089,6
corsets_bustiers_bandeau,regular,EUR_34,79.05832292464467,85.39028262570261,6
corsets_bustiers_bandeau,regular,EUR_34,81.79006863776847,85.19919868233374,6
corsets_bustiers_bandeau,regular,EUR_34,78.98599087200238,83.01303388014847,6
corsets_bustiers_bandeau,regular,EUR_34,81.50117882733514,85.12630154290983,6
corsets_bustiers_bandeau,regular,EUR_34,78.91600441630432,86.15557990832082,6
corsets_bustiers_bandeau,regular,EUR_34,79.85719853734038,84.15687169312147,6
corsets_bustiers_bandeau,regular,EUR_34,78.13915834831664,85.27663834814331,6
corsets_bustiers_bandeau,regular,EUR_34,80.44374415897622,86.41077138451398,6
corsets_bustiers_bandeau,regular,EUR_34,79.59836725213067,86.31833051863502,6
corsets_bustiers_bandeau,regular,EUR_34,80.02483787676056,84.12799509443661,6
corsets_bustiers_bandeau,regular,EUR_34,81.71537919338253,84.78301372051766,6
corsets_bustiers_bandeau,regular,EUR_34,81.3663578573582,83.4510916292463,6
corsets_bustiers_bandeau,regular,EUR_34,80.47793956212648,86.89833234385351,6
corsets_bustiers_bandeau,regular,EUR_34,80.25816783029651,84.92826871999657,6
corsets_bustiers_bandeau,regular,EUR_34,81.61253227807725,84.12625236704596,6
corsets_bustiers_bandeau,regular,EUR_34,80.31572248713275,83.99987011740765,6
corsets_bustiers_bandeau,regular,EUR_34,78.35454421476423,86.92499845427972,6
corsets_bustiers_bandeau,regular,EUR_34,80.37198631639248,84.08065853761457,6
corsets_bustiers_bandeau,regular,EUR_34,79.03089797535893,83.95752870970308,6
corsets_bustiers_bandeau,regular,EUR_34,81.80669092666322,83.29904750546139,6
corsets_bustiers_bandeau,regular,EUR_34,78.38219249791587,85.15586519852643,6
corsets_bustiers_bandeau,regular,EUR_34,81.29945830891697,84.4338424340849,6
corsets_bustiers_bandeau,regular,EUR_34,80.37706774051944,84.26069157041825,6
corsets_bustiers_bandeau,regular,EUR_34,78.52851376045791,86.50005520455557,6
corsets_bustiers_bandeau,regular,EUR_34,81.24062770804201,86.17026483708737,6
corsets_bustiers_bandeau,regular,EUR_34,79.78951531575736,84.42950450980041,6
corsets_bustiers_bandeau,regular,EUR_34,79.91666321649694,85.5639820895287,6
corsets_bustiers_bandeau,regular,EUR_34,81.76808118257921,83.12859165785854,6
corsets_bustiers_bandeau,regular,EUR_34,78.05778116842878,83.59847179748733,6
corsets_bustiers_bandeau,regular,EUR_34,81.99692029065405,83.42903374351528,6
corsets_bustiers_bandeau,regular,EUR_34,78.76671018329716,84.84900800189916,6
corsets_bustiers_bandeau,regular,EUR_36,82.36620502856634,87.47996980087345,8
corsets_bustiers_bandeau,regular,EUR_36,85.08586814523696,88.36582739547963,8
corsets_bustiers_bandeau,regular,EUR_36,85.51680574874331,90.79438379011638,8
corsets_bustiers_bandeau,regular,EUR_36,83.13641381790967,89.38101416963464,8
corsets_bustiers_bandeau,regular,EUR_36,85.31318141695931,90.47286285480025,8
corsets_bustiers_bandeau,regular,EUR_36,83.08865780351638,90.92569841171175,8
corsets_bustiers_bandeau,regular,EUR_36,85.28125147571471,89.91962321345319,8
corsets_bustiers_bandeau,regular,EUR_36,82.37405738854665,90.35759118952222,8
corsets_bustiers_bandeau,regular,EUR_36,83.36269668591075,87.04032256608747,8
corsets_bustiers_bandeau,regular,EUR_36,82.9856170883153,89.94307283867917,8
corsets_bustiers_bandeau,regular,EUR_36,82.52979783264745,87.95593656609871,8
corsets_bustiers_bandeau,regular,EUR_36,83.96598627193463,90.62681452951469,8
corsets_bustiers_bandeau,regular,EUR_36,82.20239721664153,88.23241477217722,8
corsets_bustiers_bandeau,regular,EUR_36,84.11811587132782,87.19341603057457,8
corsets_bustiers_bandeau,regular,EUR_36,82.17927829013342,88.54009774026137,8
corsets_bustiers_bandeau,regular,EUR_36,84.38929425140577,90.91063819636727,8
corsets_bustiers_bandeau,regular,EUR_36,85.09048464726791,89.60031694950112,8
corsets_bustiers_bandeau,regular,EUR_36,82.6114153216215,90.80920146518703,8
corsets_bustiers_bandeau,regular,EUR_36,83.16524842933009,87.12776024183415,8
corsets_bustiers_bandeau,regular,EUR_36,82.23005415804847,89.80747404928695,8
corsets_bustiers_bandeau,regular,EUR_36,83.15884318188017,89.90168481887238,8
corsets_bustiers_bandeau,regular,EUR_36,83.12186424251955,89.0202348102847,8
corsets_bustiers_bandeau,regular,EUR_36,85.75340325859476,89.7144105363911,8
corsets_bustiers_bandeau,regular,EUR_36,83.11408970403271,88.15630814568492,8
corsets_bustiers_bandeau,regular,EUR_36,82.1214798097113,90.57354921934562,8
corsets_bustiers_bandeau,regular,EUR_36,83.91917436312417,89.55932840621679,8
corsets_bustiers_bandeau,regular,EUR_36,82.54795930809645,87.67359267992516,8
corsets_bustiers_bandeau,regular,EUR_36,85.37725268072705,89.00616755933927,8
corsets_bustiers_bandeau,regular,EUR_36,84.246224169295,88.30758213209569,8
corsets_bustiers_bandeau,regular,EUR_36,84.08067419627851,89.21222215723515,8
corsets_bustiers_bandeau,regular,EUR_36,84.53647696575958,87.57702959083008,8
corsets_bustiers_bandeau,regular,EUR_36,83.76431377570808,90.74261677882427,8
corsets_bustiers_bandeau,regular,EUR_36,85.06746607471023,87.65627372554287,8
corsets_bustiers_bandeau,regular,EUR_36,82.55430925771034,88.47379802071138,8
corsets_bustiers_bandeau,regular,EUR_36,82.21035496739266,88.07311824437645,8
corsets_bustiers_bandeau,regular,EUR_36,82.60374765148174,87.16513041973846,8
corsets_bustiers_bandeau,regular,EUR_36,84.84105085775165,87.59911434503466,8
corsets_bustiers_bandeau,regular,EUR_36,85.00558991084759,87.89630732274213,8
corsets_bustiers_bandeau,regular,EUR_36,84.0034178787476,90.05365289406734,8
corsets_bustiers_bandeau,regular,EUR_36,85.54567806853136,88.97639451281815,8
corsets_bustiers_bandeau,regular,EUR_36,84.73152461232482,88.94175900117297,8
corsets_bustiers_bandeau,regular,EUR_36,83.04606648152115,88.4103319018879,8
corsets_bustiers_bandeau,regular,EUR_36,83.5762754889082,90.30152209539574,8
corsets_bustiers_bandeau,regular,EUR_36,84.63070463685484,90.3481901728767,8
corsets_bustiers_bandeau,regular,EUR_36,82.0298053113994,90.07531612211237,8
corsets_bustiers_bandeau,regular,EUR_36,85.09062957209197,87.75091981649942,8
corsets_bustiers_bandeau,regular,EUR_36,83.2155520730744,89.46505530102833,8
corsets_bustiers_bandeau,regular,EUR_36,83.30622628132647,90.36139643735133,8
corsets_bustiers_bandeau,regular,EUR_36,84.94639976865864,87.74144114845522,8
corsets_bustiers_bandeau,regular,EUR_36,85.32745339883793,88.49230642247963,8
corsets_bustiers_bandeau,regular,EUR_36,85.95150036741256,89.18458484061756,8
corsets_bustiers_bandeau,regular,EUR_36,82.01205357478636,87.31078559746422,8
corsets_bustiers_bandeau,regular,EUR_36,83.40143862795792,87.85023127333021,8
corsets_bustiers_bandeau,regular,EUR_36,85.73223528963698,87.53710254882996,8
corsets_bustiers_bandeau,regular,EUR_36,82.27178449691122,88.89335200427165,8
corsets_bustiers_bandeau,regular,EUR_36,82.36169131640965,90.14210853222106,8
corsets_bustiers_bandeau,regular,EUR_36,82.13551685079292,90.84514578298611,8
corsets_bustiers_bandeau,regular,EUR_36,83.27243717597304,88.85882167326504,8
corsets_bustiers_bandeau,regular,EUR_36,82.43741340366023,87.00961380717865,8
corsets_bustiers_bandeau,regular,EUR_36,84.33549054584343,89.36378725024072,8
corsets_bustiers_bandeau,regular,EUR_36,84.66366531617857,88.90009322305951,8
corsets_bustiers_bandeau,regular,EUR_36,82.6378127077121,90.32674793872056,8
corsets_bustiers_bandeau,regular,EUR_36,82.30523618230538,90.35849874438938,8
corsets_bustiers_bandeau,regular,EUR_36,85.62405769220113,90.91272122154768,8
corsets_bustiers_bandeau,regular,EUR_36,83.7181689137735,88.60628265150473,8
corsets_bustiers_bandeau,regular,EUR_36,84.458397307456,90.59707935463732,8
corsets_bustiers_bandeau,regular,EUR_36,82.96363590501605,88.22927357623463,8
corsets_bustiers_bandeau,regular,EUR_36,85.34873623590501,88.40385199740972,8
corsets_bustiers_bandeau,regular,EUR_36,84.22960322370862,90.1562469706865,8
corsets_bustiers_bandeau,regular,EUR_36,84.42839926445343,90.17095673442466,8
corsets_bustiers_bandeau,regular,EUR_36,85.67409355621078,89.29263372902639,8
corsets_bustiers_bandeau,regular,EUR_36,82.52587980268682,90.14643937882141,8
corsets_bustiers_bandeau,regular,EUR_36,82.4980023430531,89.65988113313949,8
corsets_bustiers_bandeau,regular,EUR_36,84.90489898774044,90.81760938785726,8
corsets_bustiers_bandeau,regular,EUR_36,83.34069791419661,87.67067310461823,8
corsets_bustiers_bandeau,regular,EUR_36,83.3353243429035,88.70120194810342,8
corsets_bustiers_bandeau,regular,EUR_36,82.45352517466027,90.37740010669073,8
corsets_bustiers_bandeau,regular,EUR_36,83.44467055080985,89.78613530576926,8
corsets_bustiers_bandeau,regular,EUR_36,83.00412394214466,90.45817168530682,8
corsets_bustiers_bandeau,regular,EUR_36,82.6038582249723,87.4927557935749,8
corsets_bustiers_bandeau,regular,EUR_36,82.30612076736436,88.16530910817995,8
corsets_bustiers_bandeau,regular,EUR_36,82.566368616935,87.92677221561578,8
corsets_bustiers_bandeau,regular,EUR_36,82.58174334631481,87.67526220750025,8
corsets_bustiers_bandeau,regular,EUR_36,83.19519329641,90.50934897331756,8
corsets_bustiers_bandeau,regular,EUR_36,85.94344862924977,89.51662962799439,8
corsets_bustiers_bandeau,regular,EUR_36,82.47502316983062,90.74915490951184,8
corsets_bustiers_bandeau,regular,EUR_36,83.0834267659253,88.9672175216106,8
corsets_bustiers_bandeau,regular,EUR_36,82.1504666093898,89.10762315493358,8
corsets_bustiers_bandeau,regular,EUR_36,82.35876736727953,89.20931745979635,8
corsets_bustiers_bandeau,regular,EUR_36,84.02228685882916,88.9861216128326,8
corsets_bustiers_bandeau,regular,EUR_36,83.91170528803514,90.65836381789855,8
corsets_bustiers_bandeau,regular,EUR_36,83.50929680006017,90.32105505472296,8
corsets_bustiers_bandeau,regular,EUR_36,84.06489029465591,90.13654722102046,8
corsets_bustiers_bandeau,regular,EUR_36,82.81894417137416,90.44012599606597,8
corsets_bustiers_bandeau,regular,EUR_36,85.64974983379875,88.94160330409497,8
corsets_bustiers_bandeau,regular,EUR_36,85.902262523577,88.1419670113283,8
corsets_bustiers_bandeau,regular,EUR_36,83.14143684054385,90.38566338988686,8
corsets_bustiers_bandeau,regular,EUR_36,82.2839197228563,90.2980937548122,8
corsets_bustiers_bandeau,regular,EUR_36,85.3629520579525,87.68137679200115,8
corsets_bustiers_bandeau,regular,EUR_36,85.68320956926118,88.428840064802,8
corsets_bustiers_bandeau,regular,EUR_38,86.13040914953419,91.31206791812421,10
corsets_bustiers_bandeau,regular,EUR_38,86.9888287263556,92.8819148730312,10
corsets_bustiers_bandeau,regular,EUR_38,89.026178659079,94.43857032272756,10
corsets_bustiers_bandeau,regular,EUR_38,87.9793200422705,92.73518039943082,10
corsets_bustiers_bandeau,regular,EUR_38,88.14844067553477,93.65776696641227,10
corsets_bustiers_bandeau,regular,EUR_38,89.38197124363188,92.6676670136702,10
corsets_bustiers_bandeau,regular,EUR_38,87.85247645075007,92.52382831955708,10
corsets_bustiers_bandeau,regular,EUR_38,89.95894222369253,91.4704878058748,10
corsets_bustiers_bandeau,regular,EUR_38,86.55125168327623,92.3771207054533,10
corsets_bustiers_bandeau,regular,EUR_38,86.66035094835873,92.70428818636277,10
corsets_bustiers_bandeau,regular,EUR_38,86.48234212966119,91.78748688572047,10
corsets_bustiers_bandeau,regular,EUR_38,89.47201291947337,92.28185544079734,10
corsets_bustiers_bandeau,regular,EUR_38,87.73447466293104,93.42604973443585,10
corsets_bustiers_bandeau,regular,EUR_38,87.56255080240388,91.48076144306059,10
corsets_bustiers_bandeau,regular,EUR_38,88.06465116917934,92.03213389505444,10
corsets_bustiers_bandeau,regular,EUR_38,88.05018720412376,93.95718198673949,10
corsets_bustiers_bandeau,regular,EUR_38,87.39497864086015,92.87569438489604,10
corsets_bustiers_bandeau,regular,EUR_38,89.72751482165539,92.21168217237492,10
corsets_bustiers_bandeau,regular,EUR_38,86.75610967902185,92.13327346033046,10
corsets_bustiers_bandeau,regular,EUR_38,87.82848075665267,91.09361686041015,10
corsets_bustiers_bandeau,regular,EUR_38,87.9474425927333,92.93536137781933,10
corsets_bustiers_bandeau,regular,EUR_38,86.08985363952304,93.3339590671767,10
corsets_bustiers_bandeau,regular,EUR_38,89.43646089227859,94.46535105344198,10
corsets_bustiers_bandeau,regular,EUR_38,86.76856151941884,94.48244146039195,10
corsets_bustiers_bandeau,regular,EUR_38,86.2020026971163,93.26689434863502,10
corsets_bustiers_bandeau,regular,EUR_38,87.60145749360073,94.02638876610897,10
corsets_bustiers_bandeau,regular,EUR_38,86.17173122985656,94.48085952375,10
corsets_bustiers_bandeau,regular,EUR_38,87.39934412407338,94.32489116342528,10
corsets_bustiers_bandeau,regular,EUR_38,87.31191945433098,92.67574599109031,10
corsets_bustiers_bandeau,regular,EUR_38,87.57416856094545,94.09320965992008,10
corsets_bustiers_bandeau,regular,EUR_38,87.3565534893362,91.1476848739224,10
corsets_bustiers_bandeau,regular,EUR_38,87.25154508183611,93.60661637629212,10
corsets_bustiers_bandeau,regular,EUR_38,87.3294718522093,93.52372008023076,10
corsets_bustiers_bandeau,regular,EUR_38,86.79596895928228,93.19106777225528,10
corsets_bustiers_bandeau,regular,EUR_38,86.74682554628441,91.42577350045322,10
corsets_bustiers_bandeau,regular,EUR_38,88.15414490993719,93.0993000085114,10
corsets_bustiers_bandeau,regular,EUR_38,89.10184876674987,91.85099574157874,10
corsets_bustiers_bandeau,regular,EUR_38,86.08640355407913,94.28621568267549,10
corsets_bustiers_bandeau,regular,EUR_38,89.43114736291523,93.05020084604834,10
corsets_bustiers_bandeau,regular,EUR_38,89.78548339610985,92.11473583123299,10
