category,style,size,chest_cm,low_hip_cm,UK,EUR,inside_leg_length_cm
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XXS,-4.0,-4.0,4,32,71.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,XS,-4.0,-4.0,6,34,71.5
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
dresses_pajamas_robes_pencilskirts_pleatedskirts_miniskirts,regular,S,-8.0,-7.5,8,36,73.0
