category,style,size,low_hip_cm,UK,inside_leg_length_cm
jeans_trousers_shorts_denimskirts,regular,EUR_32,80.73651503846834,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,80.19559651911746,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,81.43305205092817,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,80.46295579376122,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,82.00915172628945,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,82.62262634676173,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,80.91940477976605,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,80.67585803883807,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,80.04643533687778,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,81.81897025327405,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,80.69209308404973,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,79.7252150739371,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,82.55163037084283,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,80.81889139271246,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,80.40130574393883,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,80.70862631958313,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,79.38445626517282,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,80.02654150639556,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,82.7995084425197,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,81.44399343135137,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,80.4357960739294,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,81.75371588149176,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,81.51967532726673,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,81.00660271935364,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,81.28041880372396,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,82.8234123062408,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,79.38878796099051,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,82.98031051906827,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,81.8233631573891,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,80.97093617849657,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,81.05836268282198,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,81.99704723392416,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,82.34390163886131,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,81.42315546243468,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,80.92503242396573,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,82.63213421217992,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,80.12826274523584,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,80.49636044987503,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,79.49603185636617,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,82.69542277122993,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,82.98838418888191,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,79.68066374927032,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,82.99128741820142,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_32,79.60436319500712,4,71.0
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.06080371981764,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.98076510646773,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.01013795456906,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.2871594394395,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.40256909887502,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.4065676116374,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.39335342600053,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.20899975440452,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.61441676180026,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.01174479003394,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.8762853503378,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.82449125331823,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.95650402087415,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.38655344013968,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.39697524539694,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,84.23996612391836,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,84.27464363488964,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,84.16226524862458,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,84.37863039906821,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.41888022730045,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.51132759307889,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.29816051983758,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.34890620832549,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,84.2375339523812,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.46458290084465,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.49169402495221,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.52224959054911,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.82249921991958,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.62188578023222,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.81855384794633,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.07309009106159,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.96728670784957,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.09780824879472,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.96104363195623,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.97448673279447,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.12311628884551,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.75530214287842,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.97590085960222,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.70544880779534,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.0137639055231,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.75517733425123,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.69478096196127,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.94804658042952,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.4400833124708,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.02881971929381,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,84.18094199407389,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.35149500523016,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.0067737677594,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.03154795576143,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.2529326448135,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.52174749327712,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,84.80228831477108,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.92994897696032,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.41249686629051,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.2930058624784,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.97738289375499,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.99556501799803,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.14627971375758,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.97792359740104,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.26256205174901,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.91575368160083,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.34508489008608,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.83716106592202,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.50234811714598,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.96149275724188,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.64922478861587,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.46025961174709,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.58864362358015,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,84.24255484967723,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,84.54786641891008,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,84.12649060931862,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,84.207705347051,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.85980214000922,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.71253773950271,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.16622207607347,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,84.8810916123993,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,84.33650082092312,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,84.02765710578302,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.59018025916319,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.61238526645417,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.67957634326379,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,84.9619779765444,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.78594991689971,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.44023902327112,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,84.41398423257365,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.51740438238521,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,84.57735944563734,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,84.84167771499506,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.60922536376512,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.77694891802238,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,84.89653878169689,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,84.90898361444472,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.57601589793991,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.08890471600652,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.8267263573536,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.71758168401519,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.79493908131857,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,85.19744400239178,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,86.10318653356939,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_34,83.13791162470551,6,71.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.604724164145,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.94600165312458,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.04260242318603,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,87.52565057807095,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.2501470464117,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,87.6221414828718,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,87.78169373550308,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.31844848576768,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,87.00160084886491,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.25114562486847,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.59416882827131,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,87.16667095096224,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,87.92302223983418,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.2249569825453,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.9948635688479,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.8652747588835,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.39721878531786,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.81751542253764,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.33670516180842,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.03392994537965,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.6370383419126,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.991006156823,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,87.99460962632627,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,87.30258590706903,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.82524708828417,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,87.36808166578905,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.69936070000519,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.863208947301,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.36953673919545,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.43067436297332,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.81466000321872,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.21213842084747,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.87289108609964,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.86098893898273,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.03830024533416,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.69832914009194,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,87.29485333574154,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.60669464181086,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.47862198017407,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.89379552794541,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.07921587591409,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.56580363059831,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.73965687950246,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.42070466174263,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.92544428013963,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.58015911885997,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.1713366721735,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.35754858125888,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.36093688484144,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.71374108270913,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.53260315246446,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.87269340437615,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.76368278693431,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.18825730793223,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,87.74993098396246,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.99045343388562,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.84056750231491,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,87.8725666828241,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.49899344467377,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.6732409199134,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.23420701620633,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.01787827042692,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,87.04598371700357,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.59937456185668,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.60260887086218,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.58504300693292,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.19109591140068,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.34291541065616,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.62888463192907,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.11382779257134,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.45240894166182,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.9262402809136,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,87.23997528723577,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.51359352323654,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.69893153448083,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.5668480032522,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,87.04823503867664,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,87.52306590299335,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.3161931335447,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.04674881583335,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.57776509272915,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.92967407467755,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.63260799160732,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.38627072952488,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,87.30140422593064,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,87.91705901496643,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.99902659420266,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.86817793758607,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.55057092671495,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.58828224425457,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.05608023324312,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.67689978396857,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.09440728315914,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.70405670812545,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,90.69190823561422,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,88.61838531300279,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.78481936309385,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,87.57694463123975,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,87.71459767072703,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_36,89.57804999204933,8,72.5
jeans_trousers_shorts_denimskirts,regular,EUR_38,92.67281592874562,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,93.9914637778972,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,93.78192012028866,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,93.0566908222075,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,93.84901109220282,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,93.94107475056569,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,94.1024915311973,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,93.28810154036421,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,93.1205895674756,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,94.45752798156843,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,94.17893144538453,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,93.89990057620527,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,92.61023272480895,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,91.31644534718478,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,91.32690361471518,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,93.02556931300529,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,93.95412327698979,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,91.6525441788293,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,91.74794074079125,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,91.90849961664811,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,93.6695189176377,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,92.98779511635131,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,93.25910051231425,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,92.58357224385733,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,94.44025033513171,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,92.0051260553335,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,91.00582557633986,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,92.13317086622986,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,93.6444240417558,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,93.3711377171195,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,91.21940071470041,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,91.62421688760861,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,94.1436949360727,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,93.99668676987545,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,94.01307382675876,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,93.03748706489635,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,91.52198806365318,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,94.01770523043155,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,93.55367367083765,10,73.0
jeans_trousers_shorts_denimskirts,regular,EUR_38,91.3799198721753,10,73.0
